District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Area and size class of locality,Indicators,Value
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,8066
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,11
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,7813
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,18044
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,19167
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,4
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,3842
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,7982
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,9160
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,10
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,12973
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,27826
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,32217
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of household,6295
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  20,000 - 49,999",Male,12826
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  20,000 - 49,999",Female,13832
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of localities,1
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of household,289
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  1,000 - 1,999",Male,948
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  1,000 - 1,999",Female,843
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,1
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,471
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,1192
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,1370
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,14
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,9190
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,24113
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,25686
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,38
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,32297
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,82435
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,87657
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,57
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,64756
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,169396
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,175494
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of localities,3
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of household,6344
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Male,15718
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Female,16191
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of household,7751
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Male,20044
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Female,18197
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,1
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,362
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Male,1042
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Female,976
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,11
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,6476
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Male,20451
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Female,19147
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,20
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,14763
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Male,46999
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Female,44299
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,49
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,60830
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Male,181495
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Female,177389
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Number of localities,16
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Number of household,38047
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Male,106448
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Female,104956
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Number of localities,3
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Number of household,12366
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Male,33321
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Female,33206
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of localities,3
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of household,1074
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Male,2731
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Female,2996
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,13
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,6121
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Male,15897
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Female,17101
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,7
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,4444
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Male,11463
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Female,12440
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,9
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,7642
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Male,19007
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Female,21180
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,20
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,27013
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Male,67076
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Female,73699
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of household,1967
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Male,5589
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Female,5896
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of household,9320
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Male,20360
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Female,20757
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  1,000 - 1,999",Number of localities,7
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  1,000 - 1,999",Number of household,3100
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  1,000 - 1,999",Male,6229
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  1,000 - 1,999",Female,6251
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,22
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,13496
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  2,000 - 2,999",Male,27193
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  2,000 - 2,999",Female,29056
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,28
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,22430
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  3,000 - 3,999",Male,46175
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  3,000 - 3,999",Female,50854
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,10
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,9998
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  4,000 - 4,999",Male,21538
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  4,000 - 4,999",Female,23797
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,12
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,17664
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  5,000 - 9,999",Male,37216
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"  5,000 - 9,999",Female,39489
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of localities,1
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of household,341
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  1,000 - 1,999",Male,813
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  1,000 - 1,999",Female,944
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,3
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,1465
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,3793
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,4387
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,26
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,17644
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,45376
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,48959
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,29
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,23473
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,61950
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,66461
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,38
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,42808
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,112937
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,120910
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of localities,9
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of household,20344
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Male,53470
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Female,54570
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of localities,2
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of household,11887
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Male,31762
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Female,30996
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of localities,7
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of household,2622
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Male,5242
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Female,5346
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,9
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,4356
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,9477
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,10388
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,11
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,9002
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,19075
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,20855
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,4
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,3690
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,8726
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,9018
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,3
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,4115
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,8680
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,9079
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,4
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,3500
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,8449
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,8629
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,24
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,34857
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,89376
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,90706
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of localities,16
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of household,47448
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Male,109542
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Female,118746
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of localities,6
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of household,30500
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Male,68694
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Female,72561
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  50,000 - 99,999",Number of localities,1
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  50,000 - 99,999",Number of household,18306
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  50,000 - 99,999",Male,37606
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  50,000 - 99,999",Female,39263
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  100,000 - 299,999",Number of localities,1
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  100,000 - 299,999",Number of household,27796
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  100,000 - 299,999",Male,57562
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"  100,000 - 299,999",Female,62353
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,333
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Male,840
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Female,839
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,6
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,3011
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Male,6879
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Female,7984
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,12
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,7232
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Male,19252
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Female,20555
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,6
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,5363
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Male,12650
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Female,14107
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,20
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,28540
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Male,67130
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Female,74024
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,4
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,12007
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Male,25663
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Female,28618
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  20,000 - 49,999",Number of household,4332
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  20,000 - 49,999",Male,9786
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  20,000 - 49,999",Female,10340
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  50,000 - 99,999",Number of localities,1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  50,000 - 99,999",Number of household,12045
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  50,000 - 99,999",Male,27221
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,"  50,000 - 99,999",Female,24916
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,7
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,2835
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Male,4951
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Female,6440
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,12
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,7826
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Male,13450
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Female,17911
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,15
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,12551
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Male,22972
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Female,30555
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,15
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,15357
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Male,29233
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Female,38601
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,11
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,16163
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Male,30118
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Female,39380
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Number of localities,2
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Number of household,14149
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Male,25109
Syangja,Gandaki,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Female,30428
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,2
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,863
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Male,1686
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Female,2149
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,4
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,2404
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Male,4599
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Female,5942
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,10
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,8826
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Male,15953
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Female,20906
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,6
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,6463
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Male,12113
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Female,15621
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,18
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,28173
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Male,51574
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Female,67230
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,6
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,20254
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Male,37480
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Female,44420
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Number of household,11326
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Male,20005
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Female,23610
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Less than 500,Number of localities,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Less than 500,Number of household,62
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Less than 500,Male,127
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Less than 500,Female,112
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  500 - 999,Number of localities,3
