District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Caste/Ethnicity,Gender,In number
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Kamar,Female,1
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Byasi/Sauka,Male,10
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Byasi/Sauka,Female,4
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Khawas,Male,5
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Khawas,Female,9
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Khaling,Male,6
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Khaling,Female,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Koche,Male,7
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Koche,Female,4
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Nachhiring,Male,5
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Nachhiring,Female,6
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Others,Male,47
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Others,Female,46
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Dalit Others,Male,786
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Dalit Others,Female,678
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Janajati Others,Male,33
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Janajati Others,Female,29
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Terai Others,Male,571
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Terai Others,Female,294
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Undefined Others,Male,38
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Undefined Others,Female,37
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Foreigner,Male,362
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Foreigner,Female,341
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Gurung,Male,23552
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Gurung,Female,28869
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Chhetree,Male,11714
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Chhetree,Female,15109
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Brahman - Hill,Male,9673
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Brahman - Hill,Female,11713
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kami,Male,6572
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kami,Female,7902
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Tamang,Male,5646
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Tamang,Female,6475
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Sarki,Male,3971
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Sarki,Female,4938
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Damai/Dholi,Male,3053
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Damai/Dholi,Female,3546
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Newar,Male,2901
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Newar,Female,3322
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Gharti/Bhujel,Male,1755
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Gharti/Bhujel,Female,2072
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Magar,Male,1841
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Magar,Female,1916
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Dura,Male,1354
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Dura,Female,1805
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kumal,Male,760
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kumal,Female,939
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Thakuri,Male,730
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Thakuri,Female,875
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Dashnami/Sanyasi,Male,612
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Dashnami/Sanyasi,Female,720
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Musalman,Male,454
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Musalman,Female,488
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Rai,Male,183
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Rai,Female,176
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Hyolmo,Male,115
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Hyolmo,Female,133
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Tharu,Male,174
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Tharu,Female,70
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Ghale,Male,103
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Ghale,Female,129
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Khawas,Male,88
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Khawas,Female,124
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Majhi,Male,61
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Majhi,Female,89
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Gaine,Male,48
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Gaine,Female,46
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Chepang/Praja,Male,59
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Chepang/Praja,Female,29
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Thakali,Male,30
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Thakali,Female,29
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kalwar,Male,44
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kalwar,Female,11
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Teli,Male,31
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Teli,Female,17
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Limbu,Male,29
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Limbu,Female,15
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Brahman - Tarai,Male,24
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Brahman - Tarai,Female,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Sunuwar,Male,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Sunuwar,Female,24
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kurmi,Male,25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kurmi,Female,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kathbaniyan,Male,23
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Kathbaniyan,Female,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Koiri/Kushwaha,Male,21
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Koiri/Kushwaha,Female,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Mallaha,Male,27
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Mallaha,Female,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Badi,Male,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Badi,Female,18
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Yadav,Male,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Yadav,Female,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Chamar/Harijan/Ram,Male,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Chamar/Harijan/Ram,Female,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Hajam/Thakur,Male,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Hajam/Thakur,Female,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Bhote,Male,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Bhote,Female,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Haluwai,Male,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Haluwai,Female,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Sonar,Male,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Sonar,Female,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Others,Male,78
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Others,Female,76
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Dalit Others,Male,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Dalit Others,Female,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Terai Others,Male,36
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Terai Others,Female,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Undefined Others,Male,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Undefined Others,Female,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Foreigner,Male,12
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Foreigner,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Yadav,Male,47994
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Yadav,Female,47083
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Musalman,Male,40031
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Musalman,Female,43818
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dhanuk,Male,19818
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dhanuk,Female,20566
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Koiri/Kushwaha,Male,18438
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Koiri/Kushwaha,Female,17733
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Brahman - Tarai,Male,16129
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Brahman - Tarai,Female,15884
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Teli,Male,12868
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Teli,Female,12776
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Musahar,Male,11734
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Musahar,Female,11630
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Chamar/Harijan/Ram,Male,10811
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Chamar/Harijan/Ram,Female,11528
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Khatwe,Male,7587
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Khatwe,Female,8138
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sudhi,Male,7659
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sudhi,Female,7431
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dusadh/Pasawan/Pasi,Male,7568
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dusadh/Pasawan/Pasi,Female,7499
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Magar,Male,7018
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Magar,Female,7390
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Nuniya,Male,6922
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Nuniya,Female,6875
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Brahman - Hill,Male,5669
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Brahman - Hill,Female,5843
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Chhetree,Male,5459
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Chhetree,Female,5395
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Tatma/Tatwa,Male,5044
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Tatma/Tatwa,Female,5149
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Baraee,Male,4943
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Baraee,Female,5067
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Tharu,Male,4816
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Tharu,Female,5093
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Tamang,Male,4740
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Tamang,Female,4845
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kalwar,Male,4730
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kalwar,Female,4711
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Bin,Male,4587
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Bin,Female,4511
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Mallaha,Male,4491
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Mallaha,Female,4567
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hajam/Thakur,Male,4183
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hajam/Thakur,Female,4117
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sonar,Male,4012
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sonar,Female,3958
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kewat,Male,3479
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kewat,Female,3566
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kanu,Male,3390
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kanu,Female,3409
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dhobi,Male,3067
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dhobi,Female,3146
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kurmi,Male,2851
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kurmi,Female,2952
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Lohar,Male,2783
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Lohar,Female,2734
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Haluwai,Male,2621
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Haluwai,Female,2608
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Rajput,Male,2422
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Rajput,Female,2230
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Newar,Male,2204
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Newar,Female,2204
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kami,Male,2038
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kami,Female,2260
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dhunia,Male,1843
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dhunia,Female,2003
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kumhar,Male,1792
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kumhar,Female,1835
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kathbaniyan,Male,1600
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kathbaniyan,Female,1529
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Bantar/Sardar,Male,1217
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Bantar/Sardar,Female,1567
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kayastha,Male,1376
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kayastha,Female,1331
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Danuwar,Male,1290
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Danuwar,Female,1301
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Damai/Dholi,Male,870
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Damai/Dholi,Female,932
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Mali,Male,745
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Mali,Female,833
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dashnami/Sanyasi,Male,770
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dashnami/Sanyasi,Female,749
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Gharti/Bhujel,Male,729
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Gharti/Bhujel,Female,780
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kumal,Male,674
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kumal,Female,695
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Gaderi/Bhedhar,Male,648
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Gaderi/Bhedhar,Female,661
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Badhaee,Male,646
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Badhaee,Female,647
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dom,Male,538
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dom,Female,512
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sarki,Male,360
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sarki,Female,389
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Thakuri,Male,326
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Thakuri,Female,309
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Majhi,Male,291
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Majhi,Female,310
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Rai,Male,277
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Rai,Female,266
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Punjabi/Shikh,Male,229
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Punjabi/Shikh,Female,241
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Amat,Male,217
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Amat,Female,247
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sunuwar,Male,193
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sunuwar,Female,204
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Bangali,Male,149
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Bangali,Female,153
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Halkhor,Male,122
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Halkhor,Female,129
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dhankar/Kharikar,Male,97
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dhankar/Kharikar,Female,95
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Natuwa,Male,85
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Natuwa,Female,75
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Gurung,Male,68
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Gurung,Female,53
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Marwadi,Male,57
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Marwadi,Female,60
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Satar/Santhal,Male,59
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Satar/Santhal,Female,56
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kalar,Male,58
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kalar,Female,57
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Limbu,Male,30
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Limbu,Female,62
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Badi,Male,30
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Badi,Female,27
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Yakkha,Male,22
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Yakkha,Female,21
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Bhote,Male,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Bhote,Female,22
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Pahari,Male,19
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Pahari,Female,17
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Chhantyal/Chhantel,Male,6
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Chhantyal/Chhantel,Female,30
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Chepang/Praja,Male,9
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Chepang/Praja,Female,22
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kahar,Male,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Kahar,Female,10
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Munda,Male,1
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Munda,Female,22
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sherpa,Male,6
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sherpa,Female,16
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hyolmo,Male,2
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hyolmo,Female,17
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Rajbansi,Male,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Rajbansi,Female,7
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Koche,Male,4
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Koche,Female,9
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Lodh,Male,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Lodh,Female,7
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Pattharkatta/Kushwadiya,Male,4
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Pattharkatta/Kushwadiya,Female,7
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Others,Male,48
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Others,Female,61
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dalit Others,Male,14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dalit Others,Female,14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Janajati Others,Male,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Janajati Others,Female,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Terai Others,Male,1153
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Terai Others,Female,1252
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Undefined Others,Male,180
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Undefined Others,Female,190
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Foreigner,Male,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Foreigner,Female,8
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Tamang,Male,97745
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Tamang,Female,103336
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Brahman - Hill,Male,28995
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Brahman - Hill,Female,30258
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Chhetree,Male,22342
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Chhetree,Female,22689
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Newar,Male,12537
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Newar,Female,13528
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Chepang/Praja,Male,9807
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Chepang/Praja,Female,9426
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Magar,Male,9069
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Magar,Female,9876
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Kami,Male,5769
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Kami,Female,6360
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Rai,Male,3777
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Rai,Female,4200
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Damai/Dholi,Male,1678
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Damai/Dholi,Female,1806
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Majhi,Male,1498
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Majhi,Female,1677
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Gurung,Male,1386
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Gurung,Female,1493
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Thakuri,Male,923
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Thakuri,Female,940
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Musalman,Male,1099
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Musalman,Female,700
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Kathbaniyan,Male,1094
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Kathbaniyan,Female,661
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Sarki,Male,698
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Sarki,Female,779
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Dashnami/Sanyasi,Male,744
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Dashnami/Sanyasi,Female,661
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Danuwar,Male,677
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Danuwar,Female,725
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Pahari,Male,633
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Pahari,Female,663
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Tharu,Male,731
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Tharu,Female,352
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Gharti/Bhujel,Male,466
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Gharti/Bhujel,Female,499
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Ghale,Male,292
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Ghale,Female,311
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Yadav,Male,410
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Yadav,Female,136
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Teli,Male,331
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Teli,Female,176
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Kalwar,Male,288
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Kalwar,Female,179
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Sunuwar,Male,225
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Sunuwar,Female,222
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Hajam/Thakur,Male,252
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Hajam/Thakur,Female,158
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Kanu,Male,258
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Kanu,Female,139
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Brahman - Tarai,Male,195
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Brahman - Tarai,Female,166
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Marwadi,Male,158
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Marwadi,Female,142
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Limbu,Male,126
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Limbu,Female,124
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Koiri/Kushwaha,Male,165
