District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Indicator,Sub-Indicator,Value
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,22 Year,School attendence not Stated,Male,5
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,22 Year,School attendence not Stated,Female,10
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,23 Year,Currently going to school,Male,10
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,23 Year,Currently going to school,Female,17
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,23 Year,Not currently going to school,Male,111
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,23 Year,Not currently going to school,Female,172
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,23 Year,School attendence not Stated,Male,4
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,23 Year,School attendence not Stated,Female,6
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,24 Year,Currently going to school,Male,13
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,24 Year,Currently going to school,Female,19
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,24 Year,Not currently going to school,Male,192
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,24 Year,Not currently going to school,Female,247
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,24 Year,School attendence not Stated,Male,5
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,24 Year,School attendence not Stated,Female,3
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,25 Year,Currently going to school,Male,17
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,25 Year,Currently going to school,Female,11
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,25 Year,Not currently going to school,Male,282
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,25 Year,Not currently going to school,Female,309
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,25 Year,School attendence not Stated,Male,6
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,25 Year,School attendence not Stated,Female,10
Rautahat,Narayani,Terai,Central,2068/69,2011/12,05 Year,Currently going to school,Male,4056
Rautahat,Narayani,Terai,Central,2068/69,2011/12,05 Year,Currently going to school,Female,3408
Rautahat,Narayani,Terai,Central,2068/69,2011/12,05 Year,Not currently going to school,Male,6874
Rautahat,Narayani,Terai,Central,2068/69,2011/12,05 Year,Not currently going to school,Female,6880
Rautahat,Narayani,Terai,Central,2068/69,2011/12,05 Year,School attendence not Stated,Male,1196
Rautahat,Narayani,Terai,Central,2068/69,2011/12,05 Year,School attendence not Stated,Female,1150
Rautahat,Narayani,Terai,Central,2068/69,2011/12,06 Year,Currently going to school,Male,5542
Rautahat,Narayani,Terai,Central,2068/69,2011/12,06 Year,Currently going to school,Female,4949
Rautahat,Narayani,Terai,Central,2068/69,2011/12,06 Year,Not currently going to school,Male,4600
Rautahat,Narayani,Terai,Central,2068/69,2011/12,06 Year,Not currently going to school,Female,5117
Rautahat,Narayani,Terai,Central,2068/69,2011/12,06 Year,School attendence not Stated,Male,860
Rautahat,Narayani,Terai,Central,2068/69,2011/12,06 Year,School attendence not Stated,Female,918
Rautahat,Narayani,Terai,Central,2068/69,2011/12,07 Year,Currently going to school,Male,5810
Rautahat,Narayani,Terai,Central,2068/69,2011/12,07 Year,Currently going to school,Female,4935
Rautahat,Narayani,Terai,Central,2068/69,2011/12,07 Year,Not currently going to school,Male,2974
Rautahat,Narayani,Terai,Central,2068/69,2011/12,07 Year,Not currently going to school,Female,3424
Rautahat,Narayani,Terai,Central,2068/69,2011/12,07 Year,School attendence not Stated,Male,614
Rautahat,Narayani,Terai,Central,2068/69,2011/12,07 Year,School attendence not Stated,Female,668
Rautahat,Narayani,Terai,Central,2068/69,2011/12,08 Year,Currently going to school,Male,8780
Rautahat,Narayani,Terai,Central,2068/69,2011/12,08 Year,Currently going to school,Female,7284
Rautahat,Narayani,Terai,Central,2068/69,2011/12,08 Year,Not currently going to school,Male,4202
Rautahat,Narayani,Terai,Central,2068/69,2011/12,08 Year,Not currently going to school,Female,4878
Rautahat,Narayani,Terai,Central,2068/69,2011/12,08 Year,School attendence not Stated,Male,899
Rautahat,Narayani,Terai,Central,2068/69,2011/12,08 Year,School attendence not Stated,Female,1049
Rautahat,Narayani,Terai,Central,2068/69,2011/12,09 Year,Currently going to school,Male,4611
Rautahat,Narayani,Terai,Central,2068/69,2011/12,09 Year,Currently going to school,Female,3909
Rautahat,Narayani,Terai,Central,2068/69,2011/12,09 Year,Not currently going to school,Male,1543
Rautahat,Narayani,Terai,Central,2068/69,2011/12,09 Year,Not currently going to school,Female,1897
Rautahat,Narayani,Terai,Central,2068/69,2011/12,09 Year,School attendence not Stated,Male,335
Rautahat,Narayani,Terai,Central,2068/69,2011/12,09 Year,School attendence not Stated,Female,443
Rautahat,Narayani,Terai,Central,2068/69,2011/12,10 Year,Currently going to school,Male,10516
Rautahat,Narayani,Terai,Central,2068/69,2011/12,10 Year,Currently going to school,Female,8155
Rautahat,Narayani,Terai,Central,2068/69,2011/12,10 Year,Not currently going to school,Male,4344
Rautahat,Narayani,Terai,Central,2068/69,2011/12,10 Year,Not currently going to school,Female,5087
Rautahat,Narayani,Terai,Central,2068/69,2011/12,10 Year,School attendence not Stated,Male,1077
Rautahat,Narayani,Terai,Central,2068/69,2011/12,10 Year,School attendence not Stated,Female,1198
Rautahat,Narayani,Terai,Central,2068/69,2011/12,11 Year,Currently going to school,Male,4058
Rautahat,Narayani,Terai,Central,2068/69,2011/12,11 Year,Currently going to school,Female,3514
Rautahat,Narayani,Terai,Central,2068/69,2011/12,11 Year,Not currently going to school,Male,1090
Rautahat,Narayani,Terai,Central,2068/69,2011/12,11 Year,Not currently going to school,Female,1944
Rautahat,Narayani,Terai,Central,2068/69,2011/12,11 Year,School attendence not Stated,Male,287
Rautahat,Narayani,Terai,Central,2068/69,2011/12,11 Year,School attendence not Stated,Female,410
Rautahat,Narayani,Terai,Central,2068/69,2011/12,12 Year,Currently going to school,Male,8415
Rautahat,Narayani,Terai,Central,2068/69,2011/12,12 Year,Currently going to school,Female,6356
Rautahat,Narayani,Terai,Central,2068/69,2011/12,12 Year,Not currently going to school,Male,3152
Rautahat,Narayani,Terai,Central,2068/69,2011/12,12 Year,Not currently going to school,Female,3875
Rautahat,Narayani,Terai,Central,2068/69,2011/12,12 Year,School attendence not Stated,Male,824
Rautahat,Narayani,Terai,Central,2068/69,2011/12,12 Year,School attendence not Stated,Female,896
Rautahat,Narayani,Terai,Central,2068/69,2011/12,13 Year,Currently going to school,Male,4476
Rautahat,Narayani,Terai,Central,2068/69,2011/12,13 Year,Currently going to school,Female,3835
Rautahat,Narayani,Terai,Central,2068/69,2011/12,13 Year,Not currently going to school,Male,1443
Rautahat,Narayani,Terai,Central,2068/69,2011/12,13 Year,Not currently going to school,Female,1984
Rautahat,Narayani,Terai,Central,2068/69,2011/12,13 Year,School attendence not Stated,Male,365
Rautahat,Narayani,Terai,Central,2068/69,2011/12,13 Year,School attendence not Stated,Female,454
Rautahat,Narayani,Terai,Central,2068/69,2011/12,14 Year,Currently going to school,Male,5163
Rautahat,Narayani,Terai,Central,2068/69,2011/12,14 Year,Currently going to school,Female,4123
Rautahat,Narayani,Terai,Central,2068/69,2011/12,14 Year,Not currently going to school,Male,2239
Rautahat,Narayani,Terai,Central,2068/69,2011/12,14 Year,Not currently going to school,Female,2754
Rautahat,Narayani,Terai,Central,2068/69,2011/12,14 Year,School attendence not Stated,Male,497
Rautahat,Narayani,Terai,Central,2068/69,2011/12,14 Year,School attendence not Stated,Female,560
Rautahat,Narayani,Terai,Central,2068/69,2011/12,15 Year,Currently going to school,Male,4630
Rautahat,Narayani,Terai,Central,2068/69,2011/12,15 Year,Currently going to school,Female,3144
Rautahat,Narayani,Terai,Central,2068/69,2011/12,15 Year,Not currently going to school,Male,3037
Rautahat,Narayani,Terai,Central,2068/69,2011/12,15 Year,Not currently going to school,Female,3361
Rautahat,Narayani,Terai,Central,2068/69,2011/12,15 Year,School attendence not Stated,Male,751
Rautahat,Narayani,Terai,Central,2068/69,2011/12,15 Year,School attendence not Stated,Female,755
Rautahat,Narayani,Terai,Central,2068/69,2011/12,16 Year,Currently going to school,Male,3455
Rautahat,Narayani,Terai,Central,2068/69,2011/12,16 Year,Currently going to school,Female,2352
Rautahat,Narayani,Terai,Central,2068/69,2011/12,16 Year,Not currently going to school,Male,2907
Rautahat,Narayani,Terai,Central,2068/69,2011/12,16 Year,Not currently going to school,Female,3431
Rautahat,Narayani,Terai,Central,2068/69,2011/12,16 Year,School attendence not Stated,Male,622
Rautahat,Narayani,Terai,Central,2068/69,2011/12,16 Year,School attendence not Stated,Female,656
Rautahat,Narayani,Terai,Central,2068/69,2011/12,17 Year,Currently going to school,Male,1707
Rautahat,Narayani,Terai,Central,2068/69,2011/12,17 Year,Currently going to school,Female,1111
Rautahat,Narayani,Terai,Central,2068/69,2011/12,17 Year,Not currently going to school,Male,1969
Rautahat,Narayani,Terai,Central,2068/69,2011/12,17 Year,Not currently going to school,Female,2148
Rautahat,Narayani,Terai,Central,2068/69,2011/12,17 Year,School attendence not Stated,Male,340
Rautahat,Narayani,Terai,Central,2068/69,2011/12,17 Year,School attendence not Stated,Female,440
Rautahat,Narayani,Terai,Central,2068/69,2011/12,18 Year,Currently going to school,Male,1960
Rautahat,Narayani,Terai,Central,2068/69,2011/12,18 Year,Currently going to school,Female,1074
Rautahat,Narayani,Terai,Central,2068/69,2011/12,18 Year,Not currently going to school,Male,4133
Rautahat,Narayani,Terai,Central,2068/69,2011/12,18 Year,Not currently going to school,Female,4395
Rautahat,Narayani,Terai,Central,2068/69,2011/12,18 Year,School attendence not Stated,Male,777
Rautahat,Narayani,Terai,Central,2068/69,2011/12,18 Year,School attendence not Stated,Female,822
Rautahat,Narayani,Terai,Central,2068/69,2011/12,19 Year,Currently going to school,Male,552
Rautahat,Narayani,Terai,Central,2068/69,2011/12,19 Year,Currently going to school,Female,319
Rautahat,Narayani,Terai,Central,2068/69,2011/12,19 Year,Not currently going to school,Male,1328
Rautahat,Narayani,Terai,Central,2068/69,2011/12,19 Year,Not currently going to school,Female,1658
Rautahat,Narayani,Terai,Central,2068/69,2011/12,19 Year,School attendence not Stated,Male,217
Rautahat,Narayani,Terai,Central,2068/69,2011/12,19 Year,School attendence not Stated,Female,294
Rautahat,Narayani,Terai,Central,2068/69,2011/12,20 Year,Currently going to school,Male,841
Rautahat,Narayani,Terai,Central,2068/69,2011/12,20 Year,Currently going to school,Female,503
Rautahat,Narayani,Terai,Central,2068/69,2011/12,20 Year,Not currently going to school,Male,5846
Rautahat,Narayani,Terai,Central,2068/69,2011/12,20 Year,Not currently going to school,Female,6609
Rautahat,Narayani,Terai,Central,2068/69,2011/12,20 Year,School attendence not Stated,Male,929
Rautahat,Narayani,Terai,Central,2068/69,2011/12,20 Year,School attendence not Stated,Female,1185
Rautahat,Narayani,Terai,Central,2068/69,2011/12,21 Year,Currently going to school,Male,162
Rautahat,Narayani,Terai,Central,2068/69,2011/12,21 Year,Currently going to school,Female,91
Rautahat,Narayani,Terai,Central,2068/69,2011/12,21 Year,Not currently going to school,Male,1373
Rautahat,Narayani,Terai,Central,2068/69,2011/12,21 Year,Not currently going to school,Female,1656
Rautahat,Narayani,Terai,Central,2068/69,2011/12,21 Year,School attendence not Stated,Male,205
Rautahat,Narayani,Terai,Central,2068/69,2011/12,21 Year,School attendence not Stated,Female,285
Rautahat,Narayani,Terai,Central,2068/69,2011/12,22 Year,Currently going to school,Male,351
Rautahat,Narayani,Terai,Central,2068/69,2011/12,22 Year,Currently going to school,Female,217
Rautahat,Narayani,Terai,Central,2068/69,2011/12,22 Year,Not currently going to school,Male,3585
Rautahat,Narayani,Terai,Central,2068/69,2011/12,22 Year,Not currently going to school,Female,4220
Rautahat,Narayani,Terai,Central,2068/69,2011/12,22 Year,School attendence not Stated,Male,585
Rautahat,Narayani,Terai,Central,2068/69,2011/12,22 Year,School attendence not Stated,Female,706
Rautahat,Narayani,Terai,Central,2068/69,2011/12,23 Year,Currently going to school,Male,180
Rautahat,Narayani,Terai,Central,2068/69,2011/12,23 Year,Currently going to school,Female,110
Rautahat,Narayani,Terai,Central,2068/69,2011/12,23 Year,Not currently going to school,Male,1929
Rautahat,Narayani,Terai,Central,2068/69,2011/12,23 Year,Not currently going to school,Female,3243
Rautahat,Narayani,Terai,Central,2068/69,2011/12,23 Year,School attendence not Stated,Male,268
Rautahat,Narayani,Terai,Central,2068/69,2011/12,23 Year,School attendence not Stated,Female,595
Rautahat,Narayani,Terai,Central,2068/69,2011/12,24 Year,Currently going to school,Male,163
Rautahat,Narayani,Terai,Central,2068/69,2011/12,24 Year,Currently going to school,Female,81
Rautahat,Narayani,Terai,Central,2068/69,2011/12,24 Year,Not currently going to school,Male,1987
Rautahat,Narayani,Terai,Central,2068/69,2011/12,24 Year,Not currently going to school,Female,2733
Rautahat,Narayani,Terai,Central,2068/69,2011/12,24 Year,School attendence not Stated,Male,305
Rautahat,Narayani,Terai,Central,2068/69,2011/12,24 Year,School attendence not Stated,Female,390
Rautahat,Narayani,Terai,Central,2068/69,2011/12,25 Year,Currently going to school,Male,493
Rautahat,Narayani,Terai,Central,2068/69,2011/12,25 Year,Currently going to school,Female,228
Rautahat,Narayani,Terai,Central,2068/69,2011/12,25 Year,Not currently going to school,Male,7288
Rautahat,Narayani,Terai,Central,2068/69,2011/12,25 Year,Not currently going to school,Female,7833
Rautahat,Narayani,Terai,Central,2068/69,2011/12,25 Year,School attendence not Stated,Male,1144
Rautahat,Narayani,Terai,Central,2068/69,2011/12,25 Year,School attendence not Stated,Female,1347
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,Currently going to school,Male,1703
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,Currently going to school,Female,1627
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,Not currently going to school,Male,1372
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,Not currently going to school,Female,1348
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,School attendence not Stated,Male,222
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,School attendence not Stated,Female,214
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,Currently going to school,Male,2235
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,Currently going to school,Female,2097
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,Not currently going to school,Male,793
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,Not currently going to school,Female,789
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,School attendence not Stated,Male,135
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,School attendence not Stated,Female,149
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,07 Year,Currently going to school,Male,2563
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,07 Year,Currently going to school,Female,2526
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,07 Year,Not currently going to school,Male,469
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,07 Year,Not currently going to school,Female,551
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,07 Year,School attendence not Stated,Male,96
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,07 Year,School attendence not Stated,Female,104
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,08 Year,Currently going to school,Male,3082
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,08 Year,Currently going to school,Female,2943
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,08 Year,Not currently going to school,Male,344
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,08 Year,Not currently going to school,Female,420
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,08 Year,School attendence not Stated,Male,68
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,08 Year,School attendence not Stated,Female,87
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,09 Year,Currently going to school,Male,2688
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,09 Year,Currently going to school,Female,2800
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,09 Year,Not currently going to school,Male,194
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,09 Year,Not currently going to school,Female,288
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,09 Year,School attendence not Stated,Male,44
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,09 Year,School attendence not Stated,Female,45
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,10 Year,Currently going to school,Male,3497
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,10 Year,Currently going to school,Female,3347
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,10 Year,Not currently going to school,Male,185
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,10 Year,Not currently going to school,Female,273
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,10 Year,School attendence not Stated,Male,56
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,10 Year,School attendence not Stated,Female,65
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,11 Year,Currently going to school,Male,2711
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,11 Year,Currently going to school,Female,2662
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,11 Year,Not currently going to school,Male,104
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,11 Year,Not currently going to school,Female,215
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,11 Year,School attendence not Stated,Male,37
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,11 Year,School attendence not Stated,Female,45
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,12 Year,Currently going to school,Male,3572
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,12 Year,Currently going to school,Female,3377
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,12 Year,Not currently going to school,Male,174
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,12 Year,Not currently going to school,Female,280
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,12 Year,School attendence not Stated,Male,34
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,12 Year,School attendence not Stated,Female,54
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,13 Year,Currently going to school,Male,2869
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,13 Year,Currently going to school,Female,2829
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,13 Year,Not currently going to school,Male,150
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,13 Year,Not currently going to school,Female,237
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,13 Year,School attendence not Stated,Male,35
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,13 Year,School attendence not Stated,Female,34
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,14 Year,Currently going to school,Male,2674
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,14 Year,Currently going to school,Female,2776
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,14 Year,Not currently going to school,Male,203
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,14 Year,Not currently going to school,Female,354
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,14 Year,School attendence not Stated,Male,35
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,14 Year,School attendence not Stated,Female,46
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,15 Year,Currently going to school,Male,2324
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,15 Year,Currently going to school,Female,2311
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,15 Year,Not currently going to school,Male,328
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,15 Year,Not currently going to school,Female,632
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,15 Year,School attendence not Stated,Male,34
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,15 Year,School attendence not Stated,Female,57
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,16 Year,Currently going to school,Male,1849
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,16 Year,Currently going to school,Female,1982
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,16 Year,Not currently going to school,Male,459
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,16 Year,Not currently going to school,Female,823
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,16 Year,School attendence not Stated,Male,45
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,16 Year,School attendence not Stated,Female,58
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,17 Year,Currently going to school,Male,1332
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,17 Year,Currently going to school,Female,1382
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,17 Year,Not currently going to school,Male,539
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,17 Year,Not currently going to school,Female,993
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,17 Year,School attendence not Stated,Male,35
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,17 Year,School attendence not Stated,Female,75
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,18 Year,Currently going to school,Male,1062
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,18 Year,Currently going to school,Female,1130
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,18 Year,Not currently going to school,Male,726
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,18 Year,Not currently going to school,Female,1448
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,18 Year,School attendence not Stated,Male,35
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,18 Year,School attendence not Stated,Female,108
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,19 Year,Currently going to school,Male,487
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,19 Year,Currently going to school,Female,566
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,19 Year,Not currently going to school,Male,544
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,19 Year,Not currently going to school,Female,1178
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,19 Year,School attendence not Stated,Male,31
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,19 Year,School attendence not Stated,Female,83
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,20 Year,Currently going to school,Male,324
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,20 Year,Currently going to school,Female,377
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,20 Year,Not currently going to school,Male,787
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,20 Year,Not currently going to school,Female,1845
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,20 Year,School attendence not Stated,Male,35
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,20 Year,School attendence not Stated,Female,122
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,21 Year,Currently going to school,Male,180
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,21 Year,Currently going to school,Female,177
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,21 Year,Not currently going to school,Male,747
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,21 Year,Not currently going to school,Female,1606
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,21 Year,School attendence not Stated,Male,26
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,21 Year,School attendence not Stated,Female,98
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,22 Year,Currently going to school,Male,136
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,22 Year,Currently going to school,Female,142
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,22 Year,Not currently going to school,Male,930
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,22 Year,Not currently going to school,Female,1933
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,22 Year,School attendence not Stated,Male,43
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,22 Year,School attendence not Stated,Female,134
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,23 Year,Currently going to school,Male,76
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,23 Year,Currently going to school,Female,77
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,23 Year,Not currently going to school,Male,663
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,23 Year,Not currently going to school,Female,1560
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,23 Year,School attendence not Stated,Male,27
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,23 Year,School attendence not Stated,Female,96
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,24 Year,Currently going to school,Male,72
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,24 Year,Currently going to school,Female,69
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,24 Year,Not currently going to school,Male,987
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,24 Year,Not currently going to school,Female,1693
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,24 Year,School attendence not Stated,Male,34
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,24 Year,School attendence not Stated,Female,109
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,25 Year,Currently going to school,Male,63
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,25 Year,Currently going to school,Female,64
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,25 Year,Not currently going to school,Male,991
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,25 Year,Not currently going to school,Female,2010
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,25 Year,School attendence not Stated,Male,32
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,25 Year,School attendence not Stated,Female,162
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,Currently going to school,Male,1722
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,Currently going to school,Female,1630
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,Not currently going to school,Male,1225
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,Not currently going to school,Female,1327
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,School attendence not Stated,Male,189
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,05 Year,School attendence not Stated,Female,215
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,Currently going to school,Male,2359
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,Currently going to school,Female,2359
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,Not currently going to school,Male,659
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,Not currently going to school,Female,667
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,School attendence not Stated,Male,137
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,06 Year,School attendence not Stated,Female,106
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,07 Year,Currently going to school,Male,2390
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,07 Year,Currently going to school,Female,2475
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,07 Year,Not currently going to school,Male,312
