District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Indicator,Sub-Indicator,Value
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,16 Year,Currently going to school,Male,4166
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,16 Year,Currently going to school,Female,4666
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,16 Year,Not currently going to school,Male,1170
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,16 Year,Not currently going to school,Female,1262
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,16 Year,School attendence not Stated,Male,30
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,16 Year,School attendence not Stated,Female,33
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,17 Year,Currently going to school,Male,2452
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,17 Year,Currently going to school,Female,2859
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,17 Year,Not currently going to school,Male,1292
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,17 Year,Not currently going to school,Female,1604
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,17 Year,School attendence not Stated,Male,32
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,17 Year,School attendence not Stated,Female,35
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,18 Year,Currently going to school,Male,2269
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,18 Year,Currently going to school,Female,2501
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,18 Year,Not currently going to school,Male,2099
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,18 Year,Not currently going to school,Female,2696
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,18 Year,School attendence not Stated,Male,40
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,18 Year,School attendence not Stated,Female,61
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,19 Year,Currently going to school,Male,811
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,19 Year,Currently going to school,Female,974
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,19 Year,Not currently going to school,Male,1197
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,19 Year,Not currently going to school,Female,1801
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,19 Year,School attendence not Stated,Male,25
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,19 Year,School attendence not Stated,Female,30
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 Year,Currently going to school,Male,571
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 Year,Currently going to school,Female,771
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 Year,Not currently going to school,Male,2240
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 Year,Not currently going to school,Female,3863
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 Year,School attendence not Stated,Male,49
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 Year,School attendence not Stated,Female,73
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,21 Year,Currently going to school,Male,247
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,21 Year,Currently going to school,Female,305
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,21 Year,Not currently going to school,Male,1476
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,21 Year,Not currently going to school,Female,2382
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,21 Year,School attendence not Stated,Male,20
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,21 Year,School attendence not Stated,Female,46
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,22 Year,Currently going to school,Male,230
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,22 Year,Currently going to school,Female,274
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,22 Year,Not currently going to school,Male,2503
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,22 Year,Not currently going to school,Female,3747
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,22 Year,School attendence not Stated,Male,36
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,22 Year,School attendence not Stated,Female,70
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,23 Year,Currently going to school,Male,114
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,23 Year,Currently going to school,Female,146
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,23 Year,Not currently going to school,Male,1775
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,23 Year,Not currently going to school,Female,2793
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,23 Year,School attendence not Stated,Male,21
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,23 Year,School attendence not Stated,Female,60
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,24 Year,Currently going to school,Male,86
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,24 Year,Currently going to school,Female,110
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,24 Year,Not currently going to school,Male,2050
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,24 Year,Not currently going to school,Female,2967
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,24 Year,School attendence not Stated,Male,21
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,24 Year,School attendence not Stated,Female,59
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 Year,Currently going to school,Male,117
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 Year,Currently going to school,Female,121
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 Year,Not currently going to school,Male,3271
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 Year,Not currently going to school,Female,4833
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 Year,School attendence not Stated,Male,54
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 Year,School attendence not Stated,Female,111
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,05 Year,Currently going to school,Male,2047
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,05 Year,Currently going to school,Female,1774
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,05 Year,Not currently going to school,Male,314
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,05 Year,Not currently going to school,Female,282
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,05 Year,School attendence not Stated,Male,65
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,05 Year,School attendence not Stated,Female,63
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,06 Year,Currently going to school,Male,2262
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,06 Year,Currently going to school,Female,2078
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,06 Year,Not currently going to school,Male,126
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,06 Year,Not currently going to school,Female,115
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,06 Year,School attendence not Stated,Male,35
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,06 Year,School attendence not Stated,Female,37
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,07 Year,Currently going to school,Male,2397
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,07 Year,Currently going to school,Female,2262
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,07 Year,Not currently going to school,Male,76
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,07 Year,Not currently going to school,Female,79
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,07 Year,School attendence not Stated,Male,39
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,07 Year,School attendence not Stated,Female,23
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,08 Year,Currently going to school,Male,2684
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,08 Year,Currently going to school,Female,2328
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,08 Year,Not currently going to school,Male,57
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,08 Year,Not currently going to school,Female,53
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,08 Year,School attendence not Stated,Male,39
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,08 Year,School attendence not Stated,Female,31
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,09 Year,Currently going to school,Male,2716
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,09 Year,Currently going to school,Female,2203
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,09 Year,Not currently going to school,Male,40
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,09 Year,Not currently going to school,Female,40
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,09 Year,School attendence not Stated,Male,31
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,09 Year,School attendence not Stated,Female,16
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,10 Year,Currently going to school,Male,3199
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,10 Year,Currently going to school,Female,2694
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,10 Year,Not currently going to school,Male,76
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,10 Year,Not currently going to school,Female,58
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,10 Year,School attendence not Stated,Male,38
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,10 Year,School attendence not Stated,Female,30
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,11 Year,Currently going to school,Male,2800
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,11 Year,Currently going to school,Female,2442
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,11 Year,Not currently going to school,Male,48
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,11 Year,Not currently going to school,Female,84
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,11 Year,School attendence not Stated,Male,34
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,11 Year,School attendence not Stated,Female,33
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,12 Year,Currently going to school,Male,3286
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,12 Year,Currently going to school,Female,2906
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,12 Year,Not currently going to school,Male,113
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,12 Year,Not currently going to school,Female,68
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,12 Year,School attendence not Stated,Male,45
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,12 Year,School attendence not Stated,Female,34
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,13 Year,Currently going to school,Male,3194
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,13 Year,Currently going to school,Female,3074
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,13 Year,Not currently going to school,Male,116
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,13 Year,Not currently going to school,Female,77
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,13 Year,School attendence not Stated,Male,29
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,13 Year,School attendence not Stated,Female,32
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,14 Year,Currently going to school,Male,3333
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,14 Year,Currently going to school,Female,3012
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,14 Year,Not currently going to school,Male,221
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,14 Year,Not currently going to school,Female,129
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,14 Year,School attendence not Stated,Male,39
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,14 Year,School attendence not Stated,Female,40
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,15 Year,Currently going to school,Male,2822
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,15 Year,Currently going to school,Female,2649
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,15 Year,Not currently going to school,Male,306
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,15 Year,Not currently going to school,Female,188
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,15 Year,School attendence not Stated,Male,59
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,15 Year,School attendence not Stated,Female,46
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,16 Year,Currently going to school,Male,2034
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,16 Year,Currently going to school,Female,1909
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,16 Year,Not currently going to school,Male,528
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,16 Year,Not currently going to school,Female,343
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,16 Year,School attendence not Stated,Male,47
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,16 Year,School attendence not Stated,Female,52
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,17 Year,Currently going to school,Male,1116
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,17 Year,Currently going to school,Female,933
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,17 Year,Not currently going to school,Male,559
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,17 Year,Not currently going to school,Female,417
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,17 Year,School attendence not Stated,Male,57
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,17 Year,School attendence not Stated,Female,32
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,18 Year,Currently going to school,Male,721
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,18 Year,Currently going to school,Female,629
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,18 Year,Not currently going to school,Male,806
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,18 Year,Not currently going to school,Female,640
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,18 Year,School attendence not Stated,Male,68
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,18 Year,School attendence not Stated,Female,54
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,19 Year,Currently going to school,Male,300
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,19 Year,Currently going to school,Female,248
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,19 Year,Not currently going to school,Male,567
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,19 Year,Not currently going to school,Female,579
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,19 Year,School attendence not Stated,Male,33
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,19 Year,School attendence not Stated,Female,31
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,20 Year,Currently going to school,Male,194
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,20 Year,Currently going to school,Female,192
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,20 Year,Not currently going to school,Male,1089
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,20 Year,Not currently going to school,Female,1092
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,20 Year,School attendence not Stated,Male,85
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,20 Year,School attendence not Stated,Female,85
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,21 Year,Currently going to school,Male,75
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,21 Year,Currently going to school,Female,72
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,21 Year,Not currently going to school,Male,755
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,21 Year,Not currently going to school,Female,818
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,21 Year,School attendence not Stated,Male,53
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,21 Year,School attendence not Stated,Female,82
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,22 Year,Currently going to school,Male,101
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,22 Year,Currently going to school,Female,112
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,22 Year,Not currently going to school,Male,1169
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,22 Year,Not currently going to school,Female,1379
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,22 Year,School attendence not Stated,Male,84
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,22 Year,School attendence not Stated,Female,103
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,23 Year,Currently going to school,Male,58
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,23 Year,Currently going to school,Female,60
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,23 Year,Not currently going to school,Male,969
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,23 Year,Not currently going to school,Female,1229
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,23 Year,School attendence not Stated,Male,63
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,23 Year,School attendence not Stated,Female,88
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,24 Year,Currently going to school,Male,72
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,24 Year,Currently going to school,Female,67
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,24 Year,Not currently going to school,Male,1147
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,24 Year,Not currently going to school,Female,1416
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,24 Year,School attendence not Stated,Male,60
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,24 Year,School attendence not Stated,Female,117
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,25 Year,Currently going to school,Male,74
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,25 Year,Currently going to school,Female,79
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,25 Year,Not currently going to school,Male,1496
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,25 Year,Not currently going to school,Female,1906
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,25 Year,School attendence not Stated,Male,103
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,25 Year,School attendence not Stated,Female,167
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Currently going to school,Male,1331
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Currently going to school,Female,1281
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Not currently going to school,Male,782
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Not currently going to school,Female,768
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,School attendence not Stated,Male,36
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,School attendence not Stated,Female,28
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Currently going to school,Male,1676
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Currently going to school,Female,1612
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Not currently going to school,Male,414
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Not currently going to school,Female,437
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,School attendence not Stated,Male,20
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,School attendence not Stated,Female,17
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Currently going to school,Male,2037
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Currently going to school,Female,2038
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Not currently going to school,Male,230
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Not currently going to school,Female,215
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,School attendence not Stated,Male,17
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,School attendence not Stated,Female,13
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,08 Year,Currently going to school,Male,2166
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,08 Year,Currently going to school,Female,2107
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,08 Year,Not currently going to school,Male,151
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,08 Year,Not currently going to school,Female,148
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,08 Year,School attendence not Stated,Male,4
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,08 Year,School attendence not Stated,Female,11
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,09 Year,Currently going to school,Male,1961
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,09 Year,Currently going to school,Female,1970
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,09 Year,Not currently going to school,Male,81
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,09 Year,Not currently going to school,Female,89
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,09 Year,School attendence not Stated,Male,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,09 Year,School attendence not Stated,Female,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,10 Year,Currently going to school,Male,2351
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,10 Year,Currently going to school,Female,2327
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,10 Year,Not currently going to school,Male,87
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,10 Year,Not currently going to school,Female,88
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,10 Year,School attendence not Stated,Male,13
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,10 Year,School attendence not Stated,Female,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,11 Year,Currently going to school,Male,2041
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,11 Year,Currently going to school,Female,2053
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,11 Year,Not currently going to school,Male,62
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,11 Year,Not currently going to school,Female,57
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,11 Year,School attendence not Stated,Male,6
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,11 Year,School attendence not Stated,Female,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,12 Year,Currently going to school,Male,2504
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,12 Year,Currently going to school,Female,2467
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,12 Year,Not currently going to school,Male,89
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,12 Year,Not currently going to school,Female,70
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,12 Year,School attendence not Stated,Male,12
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,12 Year,School attendence not Stated,Female,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,13 Year,Currently going to school,Male,2277
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,13 Year,Currently going to school,Female,2243
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,13 Year,Not currently going to school,Male,101
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,13 Year,Not currently going to school,Female,79
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,13 Year,School attendence not Stated,Male,5
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,13 Year,School attendence not Stated,Female,11
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,14 Year,Currently going to school,Male,2240
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,14 Year,Currently going to school,Female,2360
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,14 Year,Not currently going to school,Male,144
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,14 Year,Not currently going to school,Female,144
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,14 Year,School attendence not Stated,Male,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,14 Year,School attendence not Stated,Female,13
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,15 Year,Currently going to school,Male,2115
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,15 Year,Currently going to school,Female,2114
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,15 Year,Not currently going to school,Male,244
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,15 Year,Not currently going to school,Female,251
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,15 Year,School attendence not Stated,Male,21
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,15 Year,School attendence not Stated,Female,14
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,16 Year,Currently going to school,Male,1721
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,16 Year,Currently going to school,Female,1835
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,16 Year,Not currently going to school,Male,347
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,16 Year,Not currently going to school,Female,417
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,16 Year,School attendence not Stated,Male,11
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,16 Year,School attendence not Stated,Female,18
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,17 Year,Currently going to school,Male,1410
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,17 Year,Currently going to school,Female,1448
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,17 Year,Not currently going to school,Male,498
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,17 Year,Not currently going to school,Female,636
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,17 Year,School attendence not Stated,Male,14
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,17 Year,School attendence not Stated,Female,13
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,18 Year,Currently going to school,Male,999
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,18 Year,Currently going to school,Female,1072
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,18 Year,Not currently going to school,Male,652
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,18 Year,Not currently going to school,Female,886
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,18 Year,School attendence not Stated,Male,4
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,18 Year,School attendence not Stated,Female,17
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,19 Year,Currently going to school,Male,402
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,19 Year,Currently going to school,Female,533
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,19 Year,Not currently going to school,Male,466
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,19 Year,Not currently going to school,Female,719
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,19 Year,School attendence not Stated,Male,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,19 Year,School attendence not Stated,Female,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,20 Year,Currently going to school,Male,234
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,20 Year,Currently going to school,Female,307
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,20 Year,Not currently going to school,Male,568
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,20 Year,Not currently going to school,Female,970
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,20 Year,School attendence not Stated,Male,9
