District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Population residing 5 years ago in foreign country,In number
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,05 - 14 Years,European country,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,India,2614
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,8
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Middle East country,8
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,24
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,European country,24
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Other countries,16
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Country not stated,49
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,India,64
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Middle East country,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,European country,8
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Other countries,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Country not stated,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,India,6
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,India,9
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,India,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,European country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,India,5
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,India,9
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,India,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,European country,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,05 - 14 Years,India,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,India,4
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,5
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,8
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,5
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,India,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,European country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,05 - 14 Years,India,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,India,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,4
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,India,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,European country,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 14 Years,India,32
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,India,98
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,72
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,India,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,European country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,05 - 14 Years,India,24
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,India,39
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,India,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Other Asian country,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,European country,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,India,384
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,India,892
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,44
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,115
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,2
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,European country,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,25
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,India,59
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,European country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,India,444
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,India,2996
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,17
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,European country,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,9
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,73
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,India,121
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,European country,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,India,15
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,European country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Country not stated,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,India,97
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,9
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Middle East country,49
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,European country,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,India,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Middle East country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,European country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Other countries,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Country not stated,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,India,6
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,European country,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,India,50
