District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Language,Value
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Sanskrit,32
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Sanskrit,4
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Rajsthani,14
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Rajsthani,10
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Rajbanshi,13
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Rajbanshi,6
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Chamling,5
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Chamling,13
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Assami,10
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Assami,7
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Bajjika,12
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Bajjika,4
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Bangla,10
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Bangla,6
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Punjabi,10
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Punjabi,6
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Thulung,3
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Thulung,12
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Darai,7
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Darai,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Rai,10
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Rai,5
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Khash,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Khash,5
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Santhali,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Santhali,4
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Sherpa,9
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Sherpa,2
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Chepang,5
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Chepang,6
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,Others,44
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,Others,35
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,No Second Language,272155
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,No Second Language,306886
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,Nepali,484
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,Nepali,434
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,Hindi,25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,Hindi,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,Magar,15
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,Magar,15
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,Tharu,20
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,Tharu,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,Gurung,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,Gurung,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,English,15
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,English,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,Maithili,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,Maithili,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,Others,22
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,Others,12
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,No Second Language,115370
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,No Second Language,125982
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Nepali,36716
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Nepali,39923
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Bantawa,289
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Bantawa,302
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Tamang,103
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Tamang,132
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Rai,100
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Rai,116
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Limbu,105
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Limbu,100
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Kulung,78
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Kulung,80
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Yamphu/Yamphe,73
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Yamphu/Yamphe,81
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Newari,69
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Newari,78
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,English,101
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,English,46
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Chamling,71
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Chamling,74
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Magar,70
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Magar,64
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Khaling,67
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Khaling,65
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Hindi,83
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Hindi,35
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Sherpa,44
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Sherpa,50
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Gurung,37
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Gurung,43
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Yakkha,29
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Yakkha,44
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Maithili,12
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Maithili,20
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Lohorung,10
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Lohorung,18
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Rajbanshi,10
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Rajbanshi,12
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Bhujel,9
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Bhujel,13
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Mewahang,5
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Mewahang,17
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Bhojpuri,9
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Bhojpuri,10
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Bajjika,6
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Bajjika,8
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Sanskrit,7
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Sanskrit,7
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Santhali,6
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Santhali,5
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Nachhiring,4
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Nachhiring,7
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,Others,76
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,Others,69
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,No Second Language,37036
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,No Second Language,42098
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Nepali,134451
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Nepali,124230
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Hindi,19119
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Hindi,18872
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Maithili,9185
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Maithili,10009
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Tharu,3751
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Tharu,4401
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Urdu,2856
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Urdu,3127
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,English,212
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,English,118
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Magar,112
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Magar,112
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Bhojpuri,119
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Bhojpuri,91
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Limbu,96
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Limbu,67
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Khash,62
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Khash,87
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Rai,72
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Rai,55
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Newari,47
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Newari,59
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Danuwar,32
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Danuwar,48
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Gurung,22
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Gurung,21
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Rajsthani,21
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Rajsthani,18
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Sanskrit,22
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Sanskrit,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Tamang,13
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Tamang,15
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Avadhi,12
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Avadhi,16
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Rajbanshi,19
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Rajbanshi,9
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Bajjika,14
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Bajjika,10
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Uranw/Urau,9
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Uranw/Urau,14
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Magahi,12
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Magahi,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Bantawa,6
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Bantawa,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Chamling,4
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Chamling,9
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Bangla,6
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Bangla,6
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Sunuwar,5
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Sunuwar,6
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Others,57
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Others,53
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,No Second Language,143510
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,No Second Language,163961
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Hindi,144718
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Hindi,134393
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Nepali,83791
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Nepali,76608
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Bajjika,17553
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Bajjika,17302
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Maithili,14816
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Maithili,14658
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Bhojpuri,2665
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Bhojpuri,2569
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Urdu,1187
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Urdu,1294
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Tamang,786
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Tamang,855
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Tharu,659
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Tharu,626
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Magar,615
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Magar,670
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,English,353
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,English,231
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Newari,156
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Newari,164
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Magahi,86
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Magahi,92
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Limbu,88
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Limbu,64
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Danuwar,58
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Danuwar,53
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Gurung,37
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Gurung,28
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Sherpa,26
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Sherpa,27
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Chamling,18
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Chamling,20
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Rajbanshi,16
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Rajbanshi,16
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Chepang,14
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Chepang,17
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Sanskrit,22
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Sanskrit,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Santhali,18
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Santhali,10
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Uranw/Urau,11
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Uranw/Urau,12
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Bantawa,10
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Bantawa,12
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Majhi,11
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Majhi,10
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Bhujel,7
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Bhujel,11
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Bangla,7
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Bangla,9
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Khash,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Khash,7
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Rai,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Rai,6
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Yakkha,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Yakkha,5
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Jero/Jerung,5
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Jero/Jerung,6
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,Others,55
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,Others,50
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,No Second Language,121944
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,No Second Language,130140
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Nepali,57494
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Nepali,62615
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Tamang,1276
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Tamang,1462
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Magar,1178
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Magar,1299
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Bantawa,868
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Bantawa,889
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Danuwar,831
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Danuwar,788
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Jero/Jerung,293
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Jero/Jerung,358
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Newari,258
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Newari,320
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Majhi,236
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Majhi,249
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Sunuwar,203
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Sunuwar,239
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Hindi,213
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Hindi,87
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Bahing,127
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Bahing,150
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,English,164
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,English,87
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Maithili,68
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Maithili,51
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Limbu,35
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Limbu,39
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Gurung,33
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Gurung,27
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Bhojpuri,20
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Bhojpuri,11
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Assami,14
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Assami,15
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Sanskrit,19
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Sanskrit,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Rajbanshi,7
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Rajbanshi,4
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,Others,106
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,Others,98
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,No Second Language,78680
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,No Second Language,85273
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Nepali,57957
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Nepali,60131
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Tamang,1287
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Tamang,1256
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Sherpa,484
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Sherpa,523
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,English,382
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,English,296
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Newari,226
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Newari,240
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Majhi,157
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Majhi,220
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Hyolmo/Yholmo,141
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Hyolmo/Yholmo,136
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Hindi,158
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Hindi,59
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Thami,54
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Thami,69
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Maithili,27
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Maithili,32
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Rajbanshi,28
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Rajbanshi,19
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Gurung,21
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Gurung,15
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Limbu,18
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Limbu,10
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Pahari,6
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Pahari,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Sanskrit,10
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Sanskrit,2
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,Others,55
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,Others,42
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,No Second Language,77340
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,No Second Language,86389
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Nepali,143037
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Nepali,130102
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Hindi,15333
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Hindi,16220
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Maithili,12006
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Maithili,12866
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Urdu,899
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Urdu,973
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Tharu,772
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Tharu,800
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Magahi,534
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Magahi,630
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Magar,268
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Magar,300
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Khash,174
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Khash,174
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Tamang,119
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Tamang,106
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,English,187
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,English,29
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Newari,104
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Newari,91
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Rai,53
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Rai,73
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,Bhojpuri,52
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,Bhojpuri,69
