District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Language,Value
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,Nepali,34521
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,Nepali,40174
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,Magar,100
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,Magar,118
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,Hindi,134
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,Hindi,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,Limbu,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,Limbu,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,Tharu,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,Tharu,15
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,Maithili,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,Maithili,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,Gurung,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,Gurung,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,Others,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,Others,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Male,No Second Language,85168
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female,No Second Language,97087
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Nepali,2328
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Nepali,2496
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Magar,392
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Magar,425
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Newari,336
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Newari,452
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Urdu,211
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Urdu,250
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Kumal,159
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Kumal,186
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Hindi,48
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Hindi,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Tharu,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Tharu,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Maithili,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Maithili,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Bhojpuri,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Bhojpuri,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Gurung,9
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Gurung,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,English,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,English,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,Others,19
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,Others,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,No Second Language,82720
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,No Second Language,107498
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Nepali,8506
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Nepali,10550
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Magar,767
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Magar,969
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Newari,165
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Newari,162
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Hindi,126
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Hindi,42
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Gurung,49
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Gurung,69
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,English,66
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,English,27
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Sanskrit,39
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Sanskrit,25
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Tharu,43
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Tharu,9
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Tamang,35
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Tamang,14
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Chhantyal,23
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Chhantyal,18
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Bhojpuri,28
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Bhojpuri,12
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Maithili,24
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Maithili,13
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Urdu,11
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Urdu,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Thakali,9
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Thakali,9
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Others,38
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Others,15
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,No Second Language,108068
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,No Second Language,138674
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Nepali,81655
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Nepali,81488
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Hindi,185
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Hindi,85
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Limbu,58
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Limbu,43
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Gurung,24
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Gurung,28
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Maithili,15
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Maithili,19
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,English,23
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,English,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Rajbanshi,10
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Rajbanshi,11
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Bajjika,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Bajjika,6
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Others,36
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Others,17
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,No Second Language,35393
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,No Second Language,51793
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,Nepali,20603
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,Nepali,23045
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,Hindi,21
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,Hindi,9
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,Limbu,4
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,Limbu,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,Others,31
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,Others,21
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Male,No Second Language,72135
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female,No Second Language,79282
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,Nepali,757
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,Nepali,449
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,Hindi,12
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,Hindi,5
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,Maithili,12
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,Maithili,3
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,Others,20
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,Others,14
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,No Second Language,65005
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,No Second Language,68635
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Nepali,66403
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Nepali,57135
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Hindi,10467
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Hindi,10047
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Avadhi,8726
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Avadhi,8644
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Tharu,1431
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Tharu,1365
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,English,472
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,English,245
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Magar,250
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Magar,251
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Newari,114
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Newari,118
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Gurung,78
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Gurung,68
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Urdu,70
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Urdu,68
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Maithili,47
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Maithili,64
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Bhojpuri,21
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Bhojpuri,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Tamang,13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Tamang,20
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Limbu,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Limbu,17
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Arabi,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Arabi,15
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Punjabi,14
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Punjabi,10
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Rajbanshi,15
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Rajbanshi,5
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Chepang,13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Chepang,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Khash,11
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Khash,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Rajsthani,7
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Rajsthani,5
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Sanskrit,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Sanskrit,3
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Others,37
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Others,31
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,No Second Language,156034
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,No Second Language,168919
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Nepali,116572
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Nepali,93868
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Hindi,60350
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Hindi,56335
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Bhojpuri,10891
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Bhojpuri,10939
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Urdu,3298
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Urdu,3299
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Tharu,3143
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Tharu,3360
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Bajjika,145
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Bajjika,211
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Maithili,169
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Maithili,161
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Tamang,136
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Tamang,136
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,English,156
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,English,47
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Newari,68
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Newari,57
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Magar,68
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Magar,53
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Avadhi,41
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Avadhi,44
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Limbu,33
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Limbu,38
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Gurung,25
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Gurung,31
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Rai,23
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Rai,10
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Rajbanshi,18
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Rajbanshi,11
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Chepang,17
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Chepang,5
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Magahi,10
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Magahi,7
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Sanskrit,13
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Sanskrit,2
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Uranw/Urau,9
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Uranw/Urau,3
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Yakkha,6
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Yakkha,6
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,Others,45
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,Others,54
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,No Second Language,156008
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,No Second Language,167787
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Nepali,94444
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Nepali,90311
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Tharu,8228
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Tharu,8218
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Hindi,1517
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Hindi,958
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Avadhi,961
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Avadhi,987
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,English,231
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,English,72
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Magar,54
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Magar,49
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Newari,51
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Newari,29
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Gurung,38
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Gurung,36
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Maithili,22
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Maithili,26
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Tamang,27
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Tamang,3
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Bhojpuri,17
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Bhojpuri,12
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Limbu,11
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Limbu,13
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Yakkha,11
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Yakkha,10
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Urdu,10
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Urdu,7
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Assami,7
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Assami,7
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Raji,6
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Raji,6
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,Others,40
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,Others,26
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,No Second Language,99405
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,No Second Language,120726
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Nepali,73609
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Nepali,70324
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,English,3100
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,English,2285
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Newari,699
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Newari,640
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Hindi,314
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Hindi,169
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Tamang,206
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Tamang,203
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Maithili,130
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Maithili,97
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Bhojpuri,49
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Bhojpuri,21
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Magar,40
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Magar,29
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Tharu,44
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Tharu,19
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Limbu,29
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Limbu,28
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Gurung,31
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Gurung,23
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Rai,22
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Rai,23
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Sanskrit,34
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Sanskrit,7
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Chamling,6
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Chamling,9
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Sherpa,3
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Sherpa,9
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Santhali,7
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Santhali,4
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,Others,45
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,Others,37
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,No Second Language,76516
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,No Second Language,75840
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Nepali,41811
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Nepali,46684
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Bantawa,531
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Bantawa,561
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Chamling,280
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Chamling,330
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Newari,149
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Newari,175
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Tamang,97
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Tamang,99
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,English,114
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,English,63
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Sampang,37
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Sampang,56
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Sherpa,46
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Sherpa,45
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Thulung,35
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Thulung,47
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Dungmali,42
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Dungmali,37
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Kulung,39
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Kulung,39
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Hindi,68
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Hindi,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Nachhiring,33
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Nachhiring,39
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Limbu,35
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Limbu,33
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Magar,32
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Magar,34
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Maithili,29
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Maithili,28
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Sanskrit,20
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Sanskrit,19
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Gurung,19
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Gurung,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Rajbanshi,13
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Rajbanshi,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Khaling,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Khaling,14
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Rai,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Rai,11
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Majhi,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Majhi,11
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Tharu,11
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Tharu,2
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Bajjika,4
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Bajjika,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Dumi,6
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Dumi,6
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,Others,56
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,Others,62
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,No Second Language,42524
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,No Second Language,47970
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Nepali,77755
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Nepali,80776
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Gurung,657
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Gurung,782
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Tharu,696
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Tharu,605
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Tamang,618
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Tamang,636
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Newari,616
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Newari,602
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Hindi,817
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Hindi,356
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Bhojpuri,613
