District,Vdc,Gender/Household,Number
Arghakhanchi,Maidan,Total households,955
Arghakhanchi,Maidan,Population Male,1855
Arghakhanchi,Maidan,Population Female,2433
Arghakhanchi,Mareng,Total households,966
Arghakhanchi,Mareng,Population Male,1610
Arghakhanchi,Mareng,Population Female,2313
Arghakhanchi,Narpani,Total households,896
Arghakhanchi,Narpani,Population Male,1570
Arghakhanchi,Narpani,Population Female,2066
Arghakhanchi,Nuwakot,Total households,1602
Arghakhanchi,Nuwakot,Population Male,2715
Arghakhanchi,Nuwakot,Population Female,3775
Arghakhanchi,Pali,Total households,966
Arghakhanchi,Pali,Population Male,1786
Arghakhanchi,Pali,Population Female,2433
Arghakhanchi,Patauti,Total households,746
Arghakhanchi,Patauti,Population Male,1308
Arghakhanchi,Patauti,Population Female,1839
Arghakhanchi,Panena,Total households,557
Arghakhanchi,Panena,Population Male,979
Arghakhanchi,Panena,Population Female,1384
Arghakhanchi,Pokharathok,Total households,800
Arghakhanchi,Pokharathok,Population Male,1564
Arghakhanchi,Pokharathok,Population Female,2118
Arghakhanchi,Sandhikharka,Total households,3821
Arghakhanchi,Sandhikharka,Population Male,6666
Arghakhanchi,Sandhikharka,Population Female,7159
Arghakhanchi,Siddhara,Total households,1665
Arghakhanchi,Siddhara,Population Male,4120
Arghakhanchi,Siddhara,Population Female,4564
Arghakhanchi,Simalpani,Total households,1284
Arghakhanchi,Simalpani,Population Male,2892
Arghakhanchi,Simalpani,Population Female,3218
Arghakhanchi,Sitapur,Total households,877
Arghakhanchi,Sitapur,Population Male,1654
Arghakhanchi,Sitapur,Population Female,2182
Arghakhanchi,Subarnakhal,Total households,617
Arghakhanchi,Subarnakhal,Population Male,1249
Arghakhanchi,Subarnakhal,Population Female,1584
Arghakhanchi,Thada,Total households,2081
Arghakhanchi,Thada,Population Male,4139
Arghakhanchi,Thada,Population Female,4982
Arghakhanchi,Thulapokhara,Total households,909
Arghakhanchi,Thulapokhara,Population Male,1497
Arghakhanchi,Thulapokhara,Population Female,2183
Arghakhanchi,Institutional,Total households,9
Arghakhanchi,Institutional,Population Male,716
Arghakhanchi,Institutional,Population Female,21
Pyuthan,Arkha,Total households,900
Pyuthan,Arkha,Population Male,2581
Pyuthan,Arkha,Population Female,3070
Pyuthan,Badikot,Total households,1140
Pyuthan,Badikot,Population Male,2288
Pyuthan,Badikot,Population Female,3074
Pyuthan,Bangesal,Total households,1320
Pyuthan,Bangesal,Population Male,2959
Pyuthan,Bangesal,Population Female,3648
Pyuthan,Baraula,Total households,883
Pyuthan,Baraula,Population Male,1767
Pyuthan,Baraula,Population Female,2438
Pyuthan,Barjiwang,Total households,596
Pyuthan,Barjiwang,Population Male,978
Pyuthan,Barjiwang,Population Female,1445
Pyuthan,Belwas,Total households,1318
Pyuthan,Belwas,Population Male,2323
Pyuthan,Belwas,Population Female,3425
Pyuthan,Bhingri,Total households,1301
Pyuthan,Bhingri,Population Male,2240
Pyuthan,Bhingri,Population Female,3149
Pyuthan,Bijaya Nagar,Total households,937
Pyuthan,Bijaya Nagar,Population Male,1706
Pyuthan,Bijaya Nagar,Population Female,2287
Pyuthan,Bijubar,Total households,1851
Pyuthan,Bijubar,Population Male,3376
Pyuthan,Bijubar,Population Female,3975
Pyuthan,Bijuli,Total households,923
Pyuthan,Bijuli,Population Male,1675
Pyuthan,Bijuli,Population Female,2300
Pyuthan,Chuja,Total households,1232
Pyuthan,Chuja,Population Male,2475
Pyuthan,Chuja,Population Female,3338
Pyuthan,Dakhakwadi,Total households,1434
Pyuthan,Dakhakwadi,Population Male,2514
Pyuthan,Dakhakwadi,Population Female,3563
Pyuthan,Damri,Total households,882
Pyuthan,Damri,Population Male,2166
Pyuthan,Damri,Population Female,2591
Pyuthan,Dangwang,Total households,838
Pyuthan,Dangwang,Population Male,2080
Pyuthan,Dangwang,Population Female,2454
Pyuthan,Dharampani,Total households,710
Pyuthan,Dharampani,Population Male,1268
Pyuthan,Dharampani,Population Female,1815
Pyuthan,Dharmawati,Total households,1132
Pyuthan,Dharmawati,Population Male,2234
Pyuthan,Dharmawati,Population Female,2649
Pyuthan,Dhobaghat (Udayapur Kot),Total households,604
Pyuthan,Dhobaghat (Udayapur Kot),Population Male,1364
Pyuthan,Dhobaghat (Udayapur Kot),Population Female,1791
Pyuthan,Dhuwang,Total households,708
Pyuthan,Dhuwang,Population Male,1580
Pyuthan,Dhuwang,Population Female,2043
Pyuthan,Dungegadi,Total households,763
Pyuthan,Dungegadi,Population Male,1892
Pyuthan,Dungegadi,Population Female,2372
Pyuthan,Gothiwang,Total households,1190
Pyuthan,Gothiwang,Population Male,2228
Pyuthan,Gothiwang,Population Female,3232
Pyuthan,Hansapur,Total households,724
Pyuthan,Hansapur,Population Male,1763
Pyuthan,Hansapur,Population Female,2207
Pyuthan,Jumrikanda,Total households,898
Pyuthan,Jumrikanda,Population Male,1889
Pyuthan,Jumrikanda,Population Female,2412
Pyuthan,Khaira,Total households,914
Pyuthan,Khaira,Population Male,1685
Pyuthan,Khaira,Population Female,2402
Pyuthan,Khawang,Total households,1147
Pyuthan,Khawang,Population Male,2672
Pyuthan,Khawang,Population Female,3305
Pyuthan,Khung,Total households,706
Pyuthan,Khung,Population Male,1483
Pyuthan,Khung,Population Female,1773
Pyuthan,Kochiwang,Total households,655
Pyuthan,Kochiwang,Population Male,1475
Pyuthan,Kochiwang,Population Female,1964
Pyuthan,Ligha,Total households,588
Pyuthan,Ligha,Population Male,1646
Pyuthan,Ligha,Population Female,1899
Pyuthan,Liwang,Total households,933
Pyuthan,Liwang,Population Male,2290
Pyuthan,Liwang,Population Female,2724
Pyuthan,Lung,Total households,1019
Pyuthan,Lung,Population Male,2019
Pyuthan,Lung,Population Female,2650
Pyuthan,Majhakot,Total households,697
Pyuthan,Majhakot,Population Male,1451
Pyuthan,Majhakot,Population Female,1779
Pyuthan,Maranthana,Total households,1455
Pyuthan,Maranthana,Population Male,2687
Pyuthan,Maranthana,Population Female,3598
Pyuthan,Markawang,Total households,606
Pyuthan,Markawang,Population Male,1373
Pyuthan,Markawang,Population Female,1745
Pyuthan,Narikot,Total households,706
Pyuthan,Narikot,Population Male,1423
Pyuthan,Narikot,Population Female,1933
Pyuthan,Naya Gaun,Total households,760
Pyuthan,Naya Gaun,Population Male,1496
Pyuthan,Naya Gaun,Population Female,1966
Pyuthan,Okharkot,Total households,1202
Pyuthan,Okharkot,Population Male,2584
Pyuthan,Okharkot,Population Female,3148
Pyuthan,Pakala,Total households,936
Pyuthan,Pakala,Population Male,1995
Pyuthan,Pakala,Population Female,2627
Pyuthan,Phopli,Total households,1537
Pyuthan,Phopli,Population Male,3503
Pyuthan,Phopli,Population Female,4257
Pyuthan,Puja,Total households,1087
Pyuthan,Puja,Population Male,2293
Pyuthan,Puja,Population Female,2842
Pyuthan,Pythan Khalanga,Total households,1536
Pyuthan,Pythan Khalanga,Population Male,2601
Pyuthan,Pythan Khalanga,Population Female,3259
Pyuthan,Rajbara,Total households,845
Pyuthan,Rajbara,Population Male,2282
Pyuthan,Rajbara,Population Female,2811
Pyuthan,Ramdi,Total households,525
Pyuthan,Ramdi,Population Male,1079
Pyuthan,Ramdi,Population Female,1355
Pyuthan,Ruspur Kot,Total households,778
Pyuthan,Ruspur Kot,Population Male,1382
Pyuthan,Ruspur Kot,Population Female,1991
Pyuthan,Sari,Total households,850
Pyuthan,Sari,Population Male,1409
Pyuthan,Sari,Population Female,2185
Pyuthan,Swargadwarikhal,Total households,1058
Pyuthan,Swargadwarikhal,Population Male,2132
Pyuthan,Swargadwarikhal,Population Female,2755
Pyuthan,Syauliwang,Total households,636
Pyuthan,Syauliwang,Population Male,1614
Pyuthan,Syauliwang,Population Female,1970
Pyuthan,Tiram,Total households,1122
Pyuthan,Tiram,Population Male,2617
Pyuthan,Tiram,Population Female,3290
Pyuthan,Torwang,Total households,937
Pyuthan,Torwang,Population Male,1843
Pyuthan,Torwang,Population Female,2480
Pyuthan,Tusara,Total households,1193
Pyuthan,Tusara,Population Male,2455
Pyuthan,Tusara,Population Female,3316
Pyuthan,Wangemarot,Total households,1004
Pyuthan,Wangemarot,Population Male,1990
Pyuthan,Wangemarot,Population Female,2669
Pyuthan,Institutional,Total households,14
Pyuthan,Institutional,Population Male,1228
Pyuthan,Institutional,Population Female,78
Rolpa,Aresh,Total households,716
Rolpa,Aresh,Population Male,1833
Rolpa,Aresh,Population Female,2233
Rolpa,Bhabang,Total households,799
Rolpa,Bhabang,Population Male,1884
Rolpa,Bhabang,Population Female,2181
Rolpa,Mirul,Total households,494
Rolpa,Mirul,Population Male,1108
Rolpa,Mirul,Population Female,1405
Rolpa,Budagaun,Total households,1250
Rolpa,Budagaun,Population Male,2971
Rolpa,Budagaun,Population Female,3343
Rolpa,Dhawang,Total households,894
Rolpa,Dhawang,Population Male,2283
Rolpa,Dhawang,Population Female,2618
Rolpa,Dubring,Total households,931
Rolpa,Dubring,Population Male,2076
Rolpa,Dubring,Population Female,2461
Rolpa,Dubidanda,Total households,883
Rolpa,Dubidanda,Population Male,1781
Rolpa,Dubidanda,Population Female,2348
Rolpa,Eriwang,Total households,1003
Rolpa,Eriwang,Population Male,2427
Rolpa,Eriwang,Population Female,2852
Rolpa,Fagaam,Total households,562
Rolpa,Fagaam,Population Male,1341
Rolpa,Fagaam,Population Female,1684
Rolpa,Gaam,Total households,787
Rolpa,Gaam,Population Male,1843
Rolpa,Gaam,Population Female,2163
Rolpa,Gairigaun,Total households,938
Rolpa,Gairigaun,Population Male,2083
Rolpa,Gairigaun,Population Female,2478
Rolpa,Gajul,Total households,1044
Rolpa,Gajul,Population Male,2366
Rolpa,Gajul,Population Female,2891
Rolpa,Gharti Gaun,Total households,921
Rolpa,Gharti Gaun,Population Male,2172
Rolpa,Gharti Gaun,Population Female,2461
Rolpa,Ghodagaun,Total households,685
Rolpa,Ghodagaun,Population Male,1379
Rolpa,Ghodagaun,Population Female,1826
Rolpa,Gumchal,Total households,650
Rolpa,Gumchal,Population Male,1722
Rolpa,Gumchal,Population Female,2093
Rolpa,Harjang,Total households,424
Rolpa,Harjang,Population Male,1113
Rolpa,Harjang,Population Female,1283
Rolpa,Jailwang,Total households,510
Rolpa,Jailwang,Population Male,1381
Rolpa,Jailwang,Population Female,1515
Rolpa,Jaimakasala,Total households,580
Rolpa,Jaimakasala,Population Male,1418
Rolpa,Jaimakasala,Population Female,1602
Rolpa,Jangkot,Total households,599
Rolpa,Jangkot,Population Male,1280
Rolpa,Jangkot,Population Female,1573
Rolpa,Jaulipokhari,Total households,933
Rolpa,Jaulipokhari,Population Male,1868
Rolpa,Jaulipokhari,Population Female,2602
Rolpa,Jedwang,Total households,737
Rolpa,Jedwang,Population Male,1641
Rolpa,Jedwang,Population Female,2161
Rolpa,Jhenam,Total households,1062
Rolpa,Jhenam,Population Male,2548
Rolpa,Jhenam,Population Female,2968
Rolpa,Jinabang,Total households,979
Rolpa,Jinabang,Population Male,2296
Rolpa,Jinabang,Population Female,2860
Rolpa,Jungar,Total households,1019
Rolpa,Jungar,Population Male,2404
Rolpa,Jungar,Population Female,2765
Rolpa,Kareti,Total households,453
Rolpa,Kareti,Population Male,1116
Rolpa,Kareti,Population Female,1249
Rolpa,Khumel,Total households,648
Rolpa,Khumel,Population Male,1325
Rolpa,Khumel,Population Female,1735
Rolpa,Khungri,Total households,910
Rolpa,Khungri,Population Male,1757
Rolpa,Khungri,Population Female,2411
Rolpa,Korchabang,Total households,747
Rolpa,Korchabang,Population Male,1398
Rolpa,Korchabang,Population Female,1901
Rolpa,Kotgaun,Total households,895
Rolpa,Kotgaun,Population Male,1847
Rolpa,Kotgaun,Population Female,2308
Rolpa,Kureli,Total households,587
Rolpa,Kureli,Population Male,1310
Rolpa,Kureli,Population Female,1679
Rolpa,Liwang,Total households,2607
Rolpa,Liwang,Population Male,4845
Rolpa,Liwang,Population Female,5572
Rolpa,Masina,Total households,991
Rolpa,Masina,Population Male,2247
Rolpa,Masina,Population Female,2781
Rolpa,Mijhing,Total households,1561
Rolpa,Mijhing,Population Male,3516
Rolpa,Mijhing,Population Female,3992
Rolpa,Nuwagaun,Total households,880
Rolpa,Nuwagaun,Population Male,2155
Rolpa,Nuwagaun,Population Female,2393
Rolpa,Pachhabang,Total households,823
Rolpa,Pachhabang,Population Male,1883
Rolpa,Pachhabang,Population Female,2450
Rolpa,Pakhapani,Total households,1012
Rolpa,Pakhapani,Population Male,2902
Rolpa,Pakhapani,Population Female,3265
Rolpa,Pang,Total households,867
Rolpa,Pang,Population Male,2027
Rolpa,Pang,Population Female,2540
Rolpa,Rangkot,Total households,653
Rolpa,Rangkot,Population Male,1587
Rolpa,Rangkot,Population Female,1940
Rolpa,Rangsi,Total households,952
Rolpa,Rangsi,Population Male,2072
Rolpa,Rangsi,Population Female,2578
Rolpa,Rank,Total households,1013
Rolpa,Rank,Population Male,2861
Rolpa,Rank,Population Female,3290
Rolpa,Sakhi,Total households,615
Rolpa,Sakhi,Population Male,1343
Rolpa,Sakhi,Population Female,1547
Rolpa,Seram,Total households,374
Rolpa,Seram,Population Male,921
Rolpa,Seram,Population Female,1051
Rolpa,Sirpa,Total households,1393
Rolpa,Sirpa,Population Male,3081
Rolpa,Sirpa,Population Female,3957
Rolpa,Siuri,Total households,319
Rolpa,Siuri,Population Male,796
Rolpa,Siuri,Population Female,924
Rolpa,Talabang,Total households,1048
Rolpa,Talabang,Population Male,2350
Rolpa,Talabang,Population Female,2830
Rolpa,Tewang,Total households,625
Rolpa,Tewang,Population Male,1598
Rolpa,Tewang,Population Female,1806
Rolpa,Thabang,Total households,937
Rolpa,Thabang,Population Male,2042
Rolpa,Thabang,Population Female,2356
Rolpa,Uwa,Total households,741
Rolpa,Uwa,Population Male,1885
Rolpa,Uwa,Population Female,2085
Rolpa,Badachaur,Total households,1068
Rolpa,Badachaur,Population Male,2561
Rolpa,Badachaur,Population Female,3254
Rolpa,Hwama,Total households,784
Rolpa,Hwama,Population Male,1665
Rolpa,Hwama,Population Female,2200
Rolpa,Wot,Total households,832
Rolpa,Wot,Population Male,1993
Rolpa,Wot,Population Female,2416
Rolpa,Institutional,Total households,22
Rolpa,Institutional,Population Male,2799
Rolpa,Institutional,Population Female,530
Rukum,Aathbisdandagaun,Total households,1440
Rukum,Aathbisdandagaun,Population Male,3632
Rukum,Aathbisdandagaun,Population Female,3807
Rukum,Aathbiskot,Total households,1699
Rukum,Aathbiskot,Population Male,4250
Rukum,Aathbiskot,Population Female,4310
Rukum,Arma,Total households,720
Rukum,Arma,Population Male,1977
Rukum,Arma,Population Female,2045
Rukum,Banfikot,Total households,1075
Rukum,Banfikot,Population Male,2424
Rukum,Banfikot,Population Female,2740
Rukum,Bhalakcha,Total households,748
Rukum,Bhalakcha,Population Male,1683
Rukum,Bhalakcha,Population Female,2030
Rukum,Bijayaswori,Total households,1922
Rukum,Bijayaswori,Population Male,4456
Rukum,Bijayaswori,Population Female,4908
Rukum,Chhiwang,Total households,1138
Rukum,Chhiwang,Population Male,2703
Rukum,Chhiwang,Population Female,3022
Rukum,Chaukhawang,Total households,633
Rukum,Chaukhawang,Population Male,1490
Rukum,Chaukhawang,Population Female,1745
Rukum,Chunwang,Total households,609
Rukum,Chunwang,Population Male,1369
Rukum,Chunwang,Population Female,1745
Rukum,Duli,Total households,851
Rukum,Duli,Population Male,2310
Rukum,Duli,Population Female,2527
Rukum,Garayala,Total households,1116
Rukum,Garayala,Population Male,2836
Rukum,Garayala,Population Female,3081
Rukum,Gotamkot,Total households,1361
Rukum,Gotamkot,Population Male,3581
Rukum,Gotamkot,Population Female,3459
Rukum,Ghetma,Total households,862
Rukum,Ghetma,Population Male,2348
Rukum,Ghetma,Population Female,2441
Rukum,Hukam,Total households,475
Rukum,Hukam,Population Male,1031
Rukum,Hukam,Population Female,1117
Rukum,Jang,Total households,578
Rukum,Jang,Population Male,1548
Rukum,Jang,Population Female,1536
Rukum,Jhula,Total households,686
Rukum,Jhula,Population Male,1592
Rukum,Jhula,Population Female,1742
Rukum,Kanda,Total households,543
Rukum,Kanda,Population Male,1160
Rukum,Kanda,Population Female,1401
Rukum,Kankri,Total households,1008
Rukum,Kankri,Population Male,2154
Rukum,Kankri,Population Female,2539
Rukum,Khara,Total households,1113
Rukum,Khara,Population Male,2763
Rukum,Khara,Population Female,3423
Rukum,Kholagaun,Total households,1186
Rukum,Kholagaun,Population Male,2970
Rukum,Kholagaun,Population Female,3146
Rukum,Kol,Total households,707
Rukum,Kol,Population Male,1399
Rukum,Kol,Population Female,1728
Rukum,Kotjahari,Total households,1058
Rukum,Kotjahari,Population Male,2352
Rukum,Kotjahari,Population Female,2773
Rukum,Magma,Total households,1094
Rukum,Magma,Population Male,2708
Rukum,Magma,Population Female,3015
Rukum,Mahat,Total households,937
Rukum,Mahat,Population Male,2100
