District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Caste,Indicator,Value
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Nepali,Male,80304
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Nepali,Female,90641
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Achhami,Male,38070
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Achhami,Female,45469
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Magar,Male,515
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Magar,Female,443
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Doteli,Male,193
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Doteli,Female,316
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Maithili,Male,164
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Maithili,Female,59
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Tharu,Male,136
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Tharu,Female,15
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Bajureli,Male,48
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Bajureli,Female,99
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Hindi,Male,57
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Hindi,Female,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Tamang,Male,50
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Tamang,Female,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Santhali,Male,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Santhali,Female,27
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Baitadeli,Male,35
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Baitadeli,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Urdu,Male,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Urdu,Female,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Newari,Male,24
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Newari,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Kham,Male,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Kham,Female,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Gurung,Male,12
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Gurung,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Bhojpuri,Male,13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Bhojpuri,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Sign Language,Male,12
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Sign Language,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Bajhangi,Male,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Bajhangi,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Rai,Male,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Rai,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Others,Male,286
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Others,Female,289
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Not Reported,Male,32
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Not Reported,Female,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Nepali,Male,83806
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Nepali,Female,108745
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Magar,Male,1264
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Magar,Female,1407
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Kumal,Male,409
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Kumal,Female,502
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Newari,Male,199
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Newari,Female,252
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Urdu,Male,175
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Urdu,Female,234
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Kham,Male,73
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Kham,Female,83
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Tharu,Male,95
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Tharu,Female,20
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Bhojpuri,Male,60
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Bhojpuri,Female,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Hindi,Male,40
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Hindi,Female,22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Avadhi,Male,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Avadhi,Female,21
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Maithili,Male,32
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Maithili,Female,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Sign Language,Male,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Sign Language,Female,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Limbu,Male,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Limbu,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Others,Male,38
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Others,Female,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Not Reported,Male,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Not Reported,Female,29
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Nepali,Male,108731
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Nepali,Female,139246
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Magar,Male,6382
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Magar,Female,8251
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Kham,Male,577
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Kham,Female,725
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Chhantyal,Male,576
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Chhantyal,Female,716
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Newari,Male,604
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Newari,Female,670
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Tamang,Male,243
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Tamang,Female,251
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Gurung,Male,169
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Gurung,Female,207
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Kumal,Male,110
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Kumal,Female,129
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Bhojpuri,Male,156
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Bhojpuri,Female,44
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Sign Language,Male,61
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Sign Language,Female,42
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Maithili,Male,65
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Maithili,Female,29
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Hindi,Male,54
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Hindi,Female,31
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Urdu,Male,40
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Urdu,Female,37
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Thakali,Male,37
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Thakali,Female,40
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Tharu,Male,39
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Tharu,Female,13
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Rai,Male,13
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Rai,Female,7
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Bhujel,Male,6
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Bhujel,Female,10
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Doteli,Male,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Doteli,Female,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Others,Male,26
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Others,Female,32
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Reported,Male,100
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Reported,Female,128
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Baitadeli,Male,114436
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Baitadeli,Female,130624
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Nepali,Male,1330
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Nepali,Female,1187
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Doteli,Male,1080
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Doteli,Female,983
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Bajhangi,Male,19
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Bajhangi,Female,153
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Surel,Male,64
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Surel,Female,67
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Hindi,Male,32
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Hindi,Female,78
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Maithili,Male,42
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Maithili,Female,31
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Magar,Male,55
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Magar,Female,13
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Sign Language,Male,35
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Sign Language,Female,25
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Bhojpuri,Male,28
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Bhojpuri,Female,22
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Darchuleli,Male,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Darchuleli,Female,30
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Dzonkha,Male,17
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Dzonkha,Female,15
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Tharu,Male,25
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Tharu,Female,4
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Yakkha,Male,12
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Yakkha,Female,7
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Tamang,Male,11
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Tamang,Female,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Rai,Male,10
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Rai,Female,3
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Achhami,Male,10
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Achhami,Female,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Gadhawali,Male,4
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Gadhawali,Female,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Others,Male,159
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Others,Female,200
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Reported,Male,30
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Reported,Female,37
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Nepali,Male,70430
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Nepali,Female,76923
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bajhangi,Male,21410
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bajhangi,Female,24462
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Doteli,Male,449
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Doteli,Female,519
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Dhuleli,Male,170
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Dhuleli,Female,176
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Tamang,Male,85
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Tamang,Female,77
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Gurung,Male,59
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Gurung,Female,57
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Hindi,Male,19
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Hindi,Female,17
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Baitadeli,Male,20
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Baitadeli,Female,12
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Sherpa,Male,12
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Sherpa,Female,15
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Maithili,Male,20
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Maithili,Female,2
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Newari,Male,12
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Newari,Female,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Rai,Male,10
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Rai,Female,10
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Magar,Male,14
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Magar,Female,4
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bhojpuri,Male,11
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bhojpuri,Female,1
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Tharu,Male,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Tharu,Female,3
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Others,Male,18
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Others,Female,22
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Not Reported,Male,47
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Not Reported,Female,57
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Nepali,Male,64989
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Nepali,Female,68617
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sherpa,Male,369
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sherpa,Female,370
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Doteli,Male,105
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Doteli,Female,6
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tamang,Male,55
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tamang,Female,47
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Maithili,Male,71
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Maithili,Female,4
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tharu,Male,57
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tharu,Female,5
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sign Language,Male,21
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sign Language,Female,14
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Gurung,Male,17
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Gurung,Female,12
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Newari,Male,21
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Newari,Female,1
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Hindi,Male,16
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Hindi,Female,5
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Magar,Male,17
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Magar,Female,3
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Baitadeli,Male,11
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Baitadeli,Female,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Others,Male,48
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Others,Female,14
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Not Reported,Male,9
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Not Reported,Female,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Nepali,Male,92987
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Nepali,Female,101251
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Avadhi,Male,60895
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Avadhi,Female,55582
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Urdu,Male,46059
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Urdu,Female,44963
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Tharu,Male,34434
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Tharu,Female,35748
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Maithili,Male,2579
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Maithili,Female,2225
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Magar,Male,2125
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Magar,Female,2519
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Hindi,Male,1997
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Hindi,Female,1725
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Newari,Male,1056
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Newari,Female,1024
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Doteli,Male,657
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Doteli,Female,654
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gurung,Male,222
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gurung,Female,249
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bhojpuri,Male,241
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bhojpuri,Female,199
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Tamang,Male,196
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Tamang,Female,168
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rai,Male,123
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rai,Female,106
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bangla,Male,116
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bangla,Female,72
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rajsthani,Male,74
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rajsthani,Female,66
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Punjabi,Male,57
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Punjabi,Female,61
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Limbu,Male,53
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Limbu,Female,53
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sherpa,Male,38
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sherpa,Female,51
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kham,Male,46
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kham,Female,35
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sign Language,Male,17
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sign Language,Female,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chhantyal,Male,5
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chhantyal,Female,23
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Uranw/Urau,Male,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Uranw/Urau,Female,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sunuwar,Male,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sunuwar,Female,10
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Danuwar,Male,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Danuwar,Female,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,English,Male,10
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,English,Female,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chepang,Male,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chepang,Female,7
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Santhali,Male,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Santhali,Female,7
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Jumli,Male,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Jumli,Female,5
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,Male,70
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,Female,70
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Not Reported,Male,151
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Not Reported,Female,140
Bara,Narayani,Terai,Central,2068/69,2011/12,Bhojpuri,Male,255859
Bara,Narayani,Terai,Central,2068/69,2011/12,Bhojpuri,Female,239448
Bara,Narayani,Terai,Central,2068/69,2011/12,Nepali,Male,32829
Bara,Narayani,Terai,Central,2068/69,2011/12,Nepali,Female,33617
Bara,Narayani,Terai,Central,2068/69,2011/12,Tharu,Male,25452
Bara,Narayani,Terai,Central,2068/69,2011/12,Tharu,Female,26180
Bara,Narayani,Terai,Central,2068/69,2011/12,Maithili,Male,13572
Bara,Narayani,Terai,Central,2068/69,2011/12,Maithili,Female,12683
Bara,Narayani,Terai,Central,2068/69,2011/12,Tamang,Male,11802
Bara,Narayani,Terai,Central,2068/69,2011/12,Tamang,Female,12759
Bara,Narayani,Terai,Central,2068/69,2011/12,Urdu,Male,5811
Bara,Narayani,Terai,Central,2068/69,2011/12,Urdu,Female,5805
Bara,Narayani,Terai,Central,2068/69,2011/12,Magar,Male,1546
Bara,Narayani,Terai,Central,2068/69,2011/12,Magar,Female,1547
Bara,Narayani,Terai,Central,2068/69,2011/12,Newari,Male,1453
Bara,Narayani,Terai,Central,2068/69,2011/12,Newari,Female,1456
Bara,Narayani,Terai,Central,2068/69,2011/12,Rai,Male,357
Bara,Narayani,Terai,Central,2068/69,2011/12,Rai,Female,376
Bara,Narayani,Terai,Central,2068/69,2011/12,Uranw/Urau,Male,349
Bara,Narayani,Terai,Central,2068/69,2011/12,Uranw/Urau,Female,365
Bara,Narayani,Terai,Central,2068/69,2011/12,Hindi,Male,290
Bara,Narayani,Terai,Central,2068/69,2011/12,Hindi,Female,217
Bara,Narayani,Terai,Central,2068/69,2011/12,Gurung,Male,214
Bara,Narayani,Terai,Central,2068/69,2011/12,Gurung,Female,229
Bara,Narayani,Terai,Central,2068/69,2011/12,Yakkha,Male,200
Bara,Narayani,Terai,Central,2068/69,2011/12,Yakkha,Female,215
Bara,Narayani,Terai,Central,2068/69,2011/12,Limbu,Male,98
Bara,Narayani,Terai,Central,2068/69,2011/12,Limbu,Female,147
Bara,Narayani,Terai,Central,2068/69,2011/12,Danuwar,Male,102
Bara,Narayani,Terai,Central,2068/69,2011/12,Danuwar,Female,115
Bara,Narayani,Terai,Central,2068/69,2011/12,Doteli,Male,92
Bara,Narayani,Terai,Central,2068/69,2011/12,Doteli,Female,114
Bara,Narayani,Terai,Central,2068/69,2011/12,Chepang,Male,63
Bara,Narayani,Terai,Central,2068/69,2011/12,Chepang,Female,73
Bara,Narayani,Terai,Central,2068/69,2011/12,Majhi,Male,64
Bara,Narayani,Terai,Central,2068/69,2011/12,Majhi,Female,63
Bara,Narayani,Terai,Central,2068/69,2011/12,Ghale,Male,60
Bara,Narayani,Terai,Central,2068/69,2011/12,Ghale,Female,59
Bara,Narayani,Terai,Central,2068/69,2011/12,Rajsthani,Male,66
Bara,Narayani,Terai,Central,2068/69,2011/12,Rajsthani,Female,51
Bara,Narayani,Terai,Central,2068/69,2011/12,Sunuwar,Male,38
Bara,Narayani,Terai,Central,2068/69,2011/12,Sunuwar,Female,47
Bara,Narayani,Terai,Central,2068/69,2011/12,Bajjika,Male,39
Bara,Narayani,Terai,Central,2068/69,2011/12,Bajjika,Female,38
Bara,Narayani,Terai,Central,2068/69,2011/12,Bantawa,Male,27
Bara,Narayani,Terai,Central,2068/69,2011/12,Bantawa,Female,24
Bara,Narayani,Terai,Central,2068/69,2011/12,Sherpa,Male,7
Bara,Narayani,Terai,Central,2068/69,2011/12,Sherpa,Female,29
Bara,Narayani,Terai,Central,2068/69,2011/12,Bangla,Male,23
Bara,Narayani,Terai,Central,2068/69,2011/12,Bangla,Female,13
Bara,Narayani,Terai,Central,2068/69,2011/12,Santhali,Male,16
Bara,Narayani,Terai,Central,2068/69,2011/12,Santhali,Female,15
Bara,Narayani,Terai,Central,2068/69,2011/12,Chhantyal,Male,3
Bara,Narayani,Terai,Central,2068/69,2011/12,Chhantyal,Female,23
Bara,Narayani,Terai,Central,2068/69,2011/12,Chamling,Male,9
Bara,Narayani,Terai,Central,2068/69,2011/12,Chamling,Female,7
Bara,Narayani,Terai,Central,2068/69,2011/12,Sign Language,Male,9
Bara,Narayani,Terai,Central,2068/69,2011/12,Sign Language,Female,7
Bara,Narayani,Terai,Central,2068/69,2011/12,Rajbanshi,Male,4
Bara,Narayani,Terai,Central,2068/69,2011/12,Rajbanshi,Female,10
Bara,Narayani,Terai,Central,2068/69,2011/12,Sanskrit,Male,7
Bara,Narayani,Terai,Central,2068/69,2011/12,Sanskrit,Female,7
Bara,Narayani,Terai,Central,2068/69,2011/12,Others,Male,64
Bara,Narayani,Terai,Central,2068/69,2011/12,Others,Female,60
Bara,Narayani,Terai,Central,2068/69,2011/12,Not Reported,Male,719
Bara,Narayani,Terai,Central,2068/69,2011/12,Not Reported,Female,665
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Tharu,Male,107824
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Tharu,Female,113978
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Nepali,Male,69948
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Nepali,Female,81537
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Avadhi,Male,15878
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Avadhi,Female,14559
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Urdu,Male,4819
