District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Value
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Length of stay not stated,245
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Less than 1 year,213
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,1-5 years,1660
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,6-10 years,1766
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,More than 10 years,3115
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Length of stay not stated,231
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Less than 1 year,232
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,1-5 years,1270
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,6-10 years,1237
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,More than 10 years,2729
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Length of stay not stated,103
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Less than 1 year,24
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,1-5 years,849
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,6-10 years,733
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,More than 10 years,2289
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Length of stay not stated,73
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Less than 1 year,76
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,1-5 years,515
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,6-10 years,540
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,More than 10 years,1521
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Length of stay not stated,101
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Less than 1 year,50
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,1-5 years,284
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,6-10 years,326
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,More than 10 years,1093
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Length of stay not stated,81
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Less than 1 year,16
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,1-5 years,283
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,6-10 years,211
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,More than 10 years,881
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Length of stay not stated,33
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Less than 1 year,93
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,1-5 years,186
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,6-10 years,102
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,More than 10 years,507
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Length of stay not stated,42
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Less than 1 year,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,1-5 years,126
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,6-10 years,182
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,More than 10 years,335
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Length of stay not stated,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Less than 1 year,38
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,1-5 years,189
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,6-10 years,152
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,More than 10 years,316
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Length of stay not stated,37
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Less than 1 year,294
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,1-5 years,727
