District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Value
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,05 - 09 Years,Length of stay not stated,17
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Less than 1 year,18
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,1-5 years,56
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,6-10 years,63
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,More than 10 years,33
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,10 - 14 Years,Length of stay not stated,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Less than 1 year,139
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,1-5 years,267
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,6-10 years,34
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,More than 10 years,66
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 19 Years,Length of stay not stated,27
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Less than 1 year,94
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,1-5 years,570
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,6-10 years,209
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,More than 10 years,54
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,20 - 24 Years,Length of stay not stated,69
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Less than 1 year,33
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,1-5 years,263
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,6-10 years,323
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,More than 10 years,177
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,25 - 29 Years,Length of stay not stated,74
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Less than 1 year,3
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,1-5 years,81
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,6-10 years,111
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,More than 10 years,306
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,30 - 34 Years,Length of stay not stated,40
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Less than 1 year,3
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,1-5 years,43
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,6-10 years,35
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,More than 10 years,467
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,35 - 39 Years,Length of stay not stated,14
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Less than 1 year,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,1-5 years,5
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,6-10 years,8
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,More than 10 years,390
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,40 - 44 Years,Length of stay not stated,37
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Less than 1 year,1
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,1-5 years,3
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,6-10 years,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,More than 10 years,234
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,45 - 49 Years,Length of stay not stated,5
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Less than 1 year,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,1-5 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,6-10 years,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,More than 10 years,162
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,50 - 54 Years,Length of stay not stated,17
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Less than 1 year,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,1-5 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,6-10 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,More than 10 years,155
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,55 - 59 Years,Length of stay not stated,11
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Less than 1 year,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,1-5 years,27
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,6-10 years,2
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,More than 10 years,104
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60 - 64 Years,Length of stay not stated,12
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Less than 1 year,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,1-5 years,8
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,6-10 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,More than 10 years,109
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,65 - 69 Years,Length of stay not stated,1
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Less than 1 year,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,1-5 years,1
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,6-10 years,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,More than 10 years,69
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,70 - 74 Years,Length of stay not stated,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Less than 1 year,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,1-5 years,22
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,6-10 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,More than 10 years,113
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,75+ Years,Length of stay not stated,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Less than 1 year,57
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,1-5 years,46
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,6-10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,More than 10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Length of stay not stated,40
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Less than 1 year,18
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,1-5 years,95
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,6-10 years,15
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,More than 10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Length of stay not stated,45
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Less than 1 year,24
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,1-5 years,96
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,6-10 years,68
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,More than 10 years,61
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Length of stay not stated,36
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Less than 1 year,36
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,1-5 years,114
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,6-10 years,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,More than 10 years,72
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Length of stay not stated,35
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Less than 1 year,59
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,1-5 years,119
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,6-10 years,39
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,More than 10 years,60
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Length of stay not stated,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Less than 1 year,52
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,1-5 years,128
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,6-10 years,52
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,More than 10 years,13
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Length of stay not stated,17
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Less than 1 year,24
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,1-5 years,94
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,6-10 years,45
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,More than 10 years,40
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Length of stay not stated,33
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Less than 1 year,18
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,1-5 years,61
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,6-10 years,19
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,More than 10 years,104
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Length of stay not stated,18
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Less than 1 year,12
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,1-5 years,33
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,6-10 years,40
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,More than 10 years,150
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Length of stay not stated,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Less than 1 year,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,1-5 years,33
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,6-10 years,27
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,More than 10 years,145
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Length of stay not stated,12
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Less than 1 year,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,1-5 years,32
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,6-10 years,15
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,More than 10 years,124
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Length of stay not stated,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Less than 1 year,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,1-5 years,12
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,6-10 years,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,More than 10 years,121
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Length of stay not stated,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Less than 1 year,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,1-5 years,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,6-10 years,18
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,More than 10 years,87
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Length of stay not stated,16
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Less than 1 year,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,1-5 years,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,6-10 years,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,More than 10 years,83
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Length of stay not stated,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Less than 1 year,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,1-5 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,6-10 years,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,More than 10 years,52
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Length of stay not stated,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Less than 1 year,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,1-5 years,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,6-10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,More than 10 years,102
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Length of stay not stated,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Less than 1 year,34
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,1-5 years,50
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,6-10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,More than 10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Length of stay not stated,21
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Less than 1 year,36
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,1-5 years,124
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,6-10 years,12
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,More than 10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Length of stay not stated,34
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Less than 1 year,37
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,1-5 years,82
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,6-10 years,81
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,More than 10 years,22
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Length of stay not stated,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Less than 1 year,197
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,1-5 years,368
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,6-10 years,55
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,More than 10 years,103
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Length of stay not stated,68
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Less than 1 year,113
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,1-5 years,698
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,6-10 years,270
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,More than 10 years,75
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Length of stay not stated,142
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Less than 1 year,67
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,1-5 years,255
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,6-10 years,502
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,More than 10 years,348
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Length of stay not stated,197
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Less than 1 year,25
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,1-5 years,89
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,6-10 years,107
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,More than 10 years,514
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Length of stay not stated,85
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Less than 1 year,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,1-5 years,40
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,6-10 years,57
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,More than 10 years,748
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Length of stay not stated,164
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Less than 1 year,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,1-5 years,31
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,6-10 years,42
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,More than 10 years,754
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Length of stay not stated,60
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Less than 1 year,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,1-5 years,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,6-10 years,12
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,More than 10 years,624
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Length of stay not stated,105
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Less than 1 year,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,1-5 years,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,6-10 years,13
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,More than 10 years,477
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Length of stay not stated,78
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Less than 1 year,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,1-5 years,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,6-10 years,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,More than 10 years,409
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Length of stay not stated,27
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Less than 1 year,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,1-5 years,19
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,6-10 years,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,More than 10 years,259
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Length of stay not stated,45
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Less than 1 year,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,1-5 years,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,6-10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,More than 10 years,153
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Length of stay not stated,42
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Less than 1 year,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,1-5 years,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,6-10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,More than 10 years,163
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Length of stay not stated,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Less than 1 year,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,1-5 years,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,6-10 years,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,More than 10 years,213
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Length of stay not stated,31
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Less than 1 year,56
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,1-5 years,24
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,6-10 years,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,More than 10 years,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Length of stay not stated,24
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Less than 1 year,25
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,1-5 years,90
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,6-10 years,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,More than 10 years,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Length of stay not stated,33
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Less than 1 year,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,1-5 years,99
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,6-10 years,66
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,More than 10 years,33
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Length of stay not stated,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Less than 1 year,31
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,1-5 years,125
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,6-10 years,47
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,More than 10 years,47
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Length of stay not stated,31
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Less than 1 year,58
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,1-5 years,124
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,6-10 years,41
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,More than 10 years,25
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Length of stay not stated,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Less than 1 year,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,1-5 years,63
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,6-10 years,55
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,More than 10 years,47
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Length of stay not stated,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Less than 1 year,28
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,1-5 years,83
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,6-10 years,74
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,More than 10 years,19
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Length of stay not stated,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Less than 1 year,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,1-5 years,83
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,6-10 years,58
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,More than 10 years,75
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Length of stay not stated,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Less than 1 year,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,1-5 years,56
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,6-10 years,24
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,More than 10 years,152
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Length of stay not stated,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Less than 1 year,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,1-5 years,32
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,6-10 years,48
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,More than 10 years,129
