District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Sex,Value
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,1361
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,786
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Male,64
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,1362
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,1625
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,18
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Male,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,820
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,2230
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Male,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,594
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,3217
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Male,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,263
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,2803
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Male,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,163
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,3867
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,87
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Male,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,60
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,2762
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,237
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Male,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,44
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,3547
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,941
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Male,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,1877
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,1353
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,42
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Male,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,1257
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,1919
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,199
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Male,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,732
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,1612
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,471
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,33
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Male,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,1086
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,2918
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,3055
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,1278
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,288
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,49
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Male,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,21
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,1317
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,1235
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,1250
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,1429
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,1445
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,213
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,135
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Male,14
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,1395
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,1195
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,745
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,768
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,1027
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,357
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,65
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,224
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Male,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,26
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,1092
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,797
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,498
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,486
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,552
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,247
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,70
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,235
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Male,18
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,37
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,1142
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,657
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,510
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,366
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,309
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,151
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,47
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,308
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Male,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,26
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,866
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,405
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,317
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,270
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,169
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,82
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,31
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,278
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Male,21
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,26
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,759
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,328
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,277
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,197
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,99
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,46
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,315
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Male,12
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,30
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,642
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,187
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,161
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,125
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,46
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,286
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Male,15
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,30
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,525
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,155
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,79
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,71
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,28
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,17
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,259
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Male,13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,32
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,403
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,90
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,36
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,40
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,297
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Male,18
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,29
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,324
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,62
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,18
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,223
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Male,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,172
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,42
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,218
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Male,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,151
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,26
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,173
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Male,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,1240
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,783
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,05 Year,Female,50
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,1229
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,1561
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,06 Year,Female,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,844
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,2227
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,07 Year,Female,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,578
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,3073
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,08 Year,Female,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,235
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,2740
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,09 Year,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,196
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,3721
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,64
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,10 Year,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,38
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,2620
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,203
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,16
Achham,Seti,Hill,Far-Western,2068/69,2011/12,11 Year,Female,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,39
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,3480
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,670
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,12 Year,Female,1
