District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Sex,Value
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,16 - 19 Years,Female,2353
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,16 - 19 Years,Female,696
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,16 - 19 Years,Female,42
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,16 - 19 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,16 - 19 Years,Female,3
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,16 - 19 Years,Female,243
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,16 - 19 Years,Female,78
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,33
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,2020
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,1706
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,1471
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,1578
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,1650
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,397
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,39
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,545
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,115
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,23
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,1670
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,1129
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,776
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,572
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,588
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,224
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,40
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,796
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,121
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,38
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,1101
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,534
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,349
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,280
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,199
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,59
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,12
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,921
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,86
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,32
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,781
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,291
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,170
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,126
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,113
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,38
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,14
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,3
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,783
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,69
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,40
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,416
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,148
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,87
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,95
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,54
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,9
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,702
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,62
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,20
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,202
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,77
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,54
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,49
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,15
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,5
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,483
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,43
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,13
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,124
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,37
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,37
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,20
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,7
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,345
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,32
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,8
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,87
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,26
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,10
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,3
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,184
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,19
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,3
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,30
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,13
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,7
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,106
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,10
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,4
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,16
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,10
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,7
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,69
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,7
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,2
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,2
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,33
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,9
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,2
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,16
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,6
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,4
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,36
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,75+ Years,Female,15
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,533
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,476
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,7
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,05 Year,Male,22
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,459
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,894
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,14
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,06 Year,Male,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,279
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,1291
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,07 Year,Male,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,140
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,1666
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,6
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,08 Year,Male,5
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,67
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,1572
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,14
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,09 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,52
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,1933
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,67
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 Year,Male,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,15
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,1499
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,276
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,11 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,11
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,1468
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,784
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,7
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,12 Year,Male,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,917
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,1016
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,60
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,13 Year,Male,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,565
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,1158
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,229
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,11
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,14 Year,Male,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,405
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,1019
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,485
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,47
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,6
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 Year,Male,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,5
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,912
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,1693
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,2099
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,1035
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,179
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,5
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,34
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,16 - 19 Years,Male,7
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,801
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,750
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,626
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,808
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,612
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,83
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,18
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,7
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,65
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,5
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,862
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,661
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,454
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,420
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,317
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,151
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,45
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,78
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,6
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,784
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,473
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,364
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,326
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,230
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,127
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,54
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,122
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,9
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Male,3
