District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Total,Male,Female
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,   95 Yrs.,26,12,14
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,   96 Yrs.,17,8,9
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,   97 Yrs.,8,2,6
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,   98 Yrs.,16,3,13
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,   99 Yrs.,6,1,5
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,   100 Yrs. and above,24,5,19
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   0 Yrs.,5779,2979,2800
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   1 Yrs.,5349,2749,2600
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   2 Yrs.,6594,3377,3217
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   3 Yrs.,6878,3458,3420
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   4 Yrs.,7383,3798,3585
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   5 Yrs.,7688,4012,3676
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   6 Yrs.,7155,3589,3566
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   7 Yrs.,6002,3043,2959
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   8 Yrs.,8032,4050,3982
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   9 Yrs.,5726,2797,2929
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  10 Yrs.,8273,4230,4043
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  11 Yrs.,5853,2963,2890
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  12 Yrs.,8433,4197,4236
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  13 Yrs.,6365,3145,3220
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  14 Yrs.,6652,3215,3437
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  15 Yrs.,6459,3078,3381
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  16 Yrs.,6031,2890,3141
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  17 Yrs.,4618,2155,2463
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  18 Yrs.,6669,3148,3521
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  19 Yrs.,3316,1430,1886
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  20 Yrs.,5421,2185,3236
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  21 Yrs.,3134,1242,1892
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  22 Yrs.,4568,1790,2778
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  23 Yrs.,3158,1176,1982
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  24 Yrs.,3614,1318,2296
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  25 Yrs.,4582,1697,2885
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  26 Yrs.,3220,1238,1982
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  27 Yrs.,2399,1018,1381
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,  28 Yrs.,4260,1732,2528
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   29 Yrs.,1448,665,783
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   30 Yrs.,5599,2151,3448
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   31 Yrs.,1372,653,719
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   32 Yrs.,3138,1406,1732
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   33 Yrs.,1954,850,1104
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   34 Yrs.,1834,803,1031
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   35 Yrs.,5290,2226,3064
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   36 Yrs.,2327,1064,1263
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   37 Yrs.,1348,643,705
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   38 Yrs.,2835,1207,1628
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   39 Yrs.,1056,484,572
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   40 Yrs.,5408,2212,3196
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   41 Yrs.,1077,564,513
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   42 Yrs.,2176,1074,1102
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   43 Yrs.,1384,647,737
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   44 Yrs.,1252,607,645
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   45 Yrs.,4244,1874,2370
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   46 Yrs.,1461,721,740
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   47 Yrs.,1076,527,549
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   48 Yrs.,2156,1070,1086
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   49 Yrs.,837,424,413
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   50 Yrs.,4160,1863,2297
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   51 Yrs.,868,468,400
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   52 Yrs.,1699,933,766
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   53 Yrs.,1046,554,492
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   54 Yrs.,920,475,445
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   55 Yrs.,2864,1310,1554
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   56 Yrs.,1224,659,565
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   57 Yrs.,818,430,388
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   58 Yrs.,1697,871,826
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   59 Yrs.,728,358,370
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   60 Yrs.,3639,1530,2109
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   61 Yrs.,850,409,441
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   62 Yrs.,1428,628,800
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   63 Yrs.,898,412,486
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   64 Yrs.,721,358,363
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   65 Yrs.,2704,1000,1704
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   66 Yrs.,826,411,415
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   67 Yrs.,555,281,274
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   68 Yrs.,1197,636,561
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   69 Yrs.,360,210,150
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   70 Yrs.,2207,889,1318
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   71 Yrs.,414,212,202
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   72 Yrs.,841,413,428
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   73 Yrs.,486,288,198
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   74 Yrs.,293,176,117
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   75 Yrs.,1290,513,777
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   76 Yrs.,328,175,153
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   77 Yrs.,236,125,111
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   78 Yrs.,419,215,204
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   79 Yrs.,132,82,50
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   80 Yrs.,786,304,482
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   81 Yrs.,123,69,54
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   82 Yrs.,207,104,103
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   83 Yrs.,134,78,56
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   84 Yrs.,146,83,63
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   85 Yrs.,271,108,163
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   86 Yrs.,86,42,44
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   87 Yrs.,56,26,30
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   88 Yrs.,66,39,27
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   89 Yrs.,24,14,10
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   90 Yrs.,114,36,78
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   91 Yrs.,15,7,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   92 Yrs.,28,14,14
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   93 Yrs.,9,1,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   94 Yrs.,12,6,6
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   95 Yrs.,36,11,25
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   96 Yrs.,7,3,4
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   97 Yrs.,3,1,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   98 Yrs.,13,2,11
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   99 Yrs.,7,2,5
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,   100 Yrs. and above,24,2,22
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   0 Yrs.,4795,2475,2320
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   1 Yrs.,4101,2112,1989
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   2 Yrs.,5628,2892,2736
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   3 Yrs.,6010,3081,2929
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   4 Yrs.,6627,3359,3268
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   5 Yrs.,6571,3476,3095
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   6 Yrs.,6553,3257,3296
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   7 Yrs.,5338,2641,2697
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   8 Yrs.,7413,3746,3667
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   9 Yrs.,4863,2444,2419
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  10 Yrs.,7097,3483,3614
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  11 Yrs.,4477,2281,2196
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  12 Yrs.,7047,3530,3517
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  13 Yrs.,4936,2466,2470
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  14 Yrs.,5319,2685,2634
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  15 Yrs.,4630,2267,2363
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  16 Yrs.,4955,2433,2522
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  17 Yrs.,2879,1436,1443
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  18 Yrs.,5181,2490,2691
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  19 Yrs.,2261,1100,1161
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  20 Yrs.,4091,1787,2304
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  21 Yrs.,2197,1016,1181
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  22 Yrs.,3313,1462,1851
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  23 Yrs.,2311,975,1336
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  24 Yrs.,2672,1125,1547
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  25 Yrs.,3624,1547,2077
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  26 Yrs.,2637,1125,1512
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  27 Yrs.,1817,845,972
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,  28 Yrs.,3451,1497,1954
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   29 Yrs.,1114,523,591
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   30 Yrs.,4174,1692,2482
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   31 Yrs.,1053,509,544
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   32 Yrs.,2381,1098,1283
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   33 Yrs.,1313,536,777
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   34 Yrs.,1478,633,845
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   35 Yrs.,4035,1798,2237
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   36 Yrs.,1731,788,943
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   37 Yrs.,838,401,437
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   38 Yrs.,2368,1041,1327
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   39 Yrs.,727,344,383
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   40 Yrs.,4060,1689,2371
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   41 Yrs.,908,476,432
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   42 Yrs.,1424,692,732
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   43 Yrs.,828,382,446
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   44 Yrs.,952,421,531
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   45 Yrs.,3164,1377,1787
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   46 Yrs.,1072,513,559
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   47 Yrs.,646,333,313
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   48 Yrs.,1627,717,910
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   49 Yrs.,538,261,277
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   50 Yrs.,2780,1205,1575
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   51 Yrs.,599,333,266
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   52 Yrs.,1194,613,581
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   53 Yrs.,658,339,319
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   54 Yrs.,729,379,350
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   55 Yrs.,1999,946,1053
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   56 Yrs.,810,413,397
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   57 Yrs.,539,293,246
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   58 Yrs.,1173,560,613
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   59 Yrs.,445,218,227
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   60 Yrs.,2648,967,1681
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   61 Yrs.,667,306,361
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   62 Yrs.,933,383,550
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   63 Yrs.,556,262,294
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   64 Yrs.,573,236,337
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   65 Yrs.,2017,761,1256
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   66 Yrs.,552,266,286
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   67 Yrs.,427,209,218
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   68 Yrs.,826,399,427
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   69 Yrs.,223,130,93
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   70 Yrs.,1568,566,1002
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   71 Yrs.,348,141,207
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   72 Yrs.,581,244,337
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   73 Yrs.,263,122,141
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   74 Yrs.,191,91,100
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   75 Yrs.,762,304,458
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   76 Yrs.,218,101,117
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   77 Yrs.,136,68,68
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   78 Yrs.,278,142,136
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   79 Yrs.,89,47,42
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   80 Yrs.,438,157,281
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   81 Yrs.,81,43,38
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   82 Yrs.,110,54,56
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   83 Yrs.,71,36,35
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   84 Yrs.,90,51,39
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   85 Yrs.,119,47,72
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   86 Yrs.,45,21,24
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   87 Yrs.,29,16,13
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   88 Yrs.,30,18,12
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   89 Yrs.,9,5,4
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   90 Yrs.,49,18,31
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   91 Yrs.,4,3,1
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   92 Yrs.,17,8,9
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   93 Yrs.,4,2,2
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   94 Yrs.,2,0,2
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   95 Yrs.,15,3,12
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   96 Yrs.,8,1,7
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   97 Yrs.,5,1,4
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   98 Yrs.,12,6,6
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   99 Yrs.,2,0,2
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,   100 Yrs. and above,12,3,9
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   0 Yrs.,3432,1774,1658
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   1 Yrs.,2931,1522,1409
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   2 Yrs.,3921,2019,1902
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   3 Yrs.,4254,2089,2165
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   4 Yrs.,4397,2242,2155
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   5 Yrs.,4587,2344,2243
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   6 Yrs.,4285,2132,2153
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   7 Yrs.,3863,1882,1981
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   8 Yrs.,4361,2184,2177
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   9 Yrs.,3566,1777,1789
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  10 Yrs.,4433,2195,2238
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  11 Yrs.,3243,1648,1595
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  12 Yrs.,4794,2377,2417
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  13 Yrs.,3460,1745,1715
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  14 Yrs.,3674,1826,1848
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  15 Yrs.,3288,1556,1732
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  16 Yrs.,3417,1689,1728
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  17 Yrs.,1808,904,904
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  18 Yrs.,3394,1622,1772
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  19 Yrs.,1666,847,819
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  20 Yrs.,2503,1061,1442
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  21 Yrs.,1538,735,803
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  22 Yrs.,2165,1012,1153
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  23 Yrs.,1529,681,848
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  24 Yrs.,1675,736,939
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  25 Yrs.,2719,1172,1547
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  26 Yrs.,1700,788,912
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  27 Yrs.,1386,676,710
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,  28 Yrs.,2349,1142,1207
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   29 Yrs.,867,431,436
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   30 Yrs.,3062,1265,1797
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   31 Yrs.,800,431,369
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   32 Yrs.,1750,861,889
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   33 Yrs.,864,379,485
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   34 Yrs.,1016,468,548
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   35 Yrs.,3066,1483,1583
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   36 Yrs.,1149,581,568
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   37 Yrs.,679,305,374
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   38 Yrs.,1685,769,916
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   39 Yrs.,581,284,297
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   40 Yrs.,2740,1242,1498
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   41 Yrs.,754,394,360
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   42 Yrs.,1066,565,501
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   43 Yrs.,644,315,329
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   44 Yrs.,605,296,309
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   45 Yrs.,2300,1073,1227
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   46 Yrs.,793,395,398
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   47 Yrs.,481,258,223
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   48 Yrs.,1130,578,552
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   49 Yrs.,441,234,207
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   50 Yrs.,2123,962,1161
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   51 Yrs.,494,283,211
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   52 Yrs.,816,458,358
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   53 Yrs.,427,242,185
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   54 Yrs.,424,217,207
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   55 Yrs.,1551,792,759
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   56 Yrs.,592,345,247
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   57 Yrs.,356,209,147
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   58 Yrs.,737,374,363
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   59 Yrs.,392,193,199
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   60 Yrs.,1951,876,1075
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   61 Yrs.,492,249,243
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   62 Yrs.,612,287,325
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   63 Yrs.,365,184,181
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   64 Yrs.,314,151,163
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   65 Yrs.,1471,627,844
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   66 Yrs.,355,178,177
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   67 Yrs.,246,123,123
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   68 Yrs.,524,280,244
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   69 Yrs.,167,99,68
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   70 Yrs.,1139,467,672
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   71 Yrs.,223,108,115
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   72 Yrs.,342,155,187
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   73 Yrs.,140,84,56
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   74 Yrs.,141,77,64
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   75 Yrs.,562,209,353
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   76 Yrs.,139,62,77
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   77 Yrs.,95,51,44
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   78 Yrs.,145,73,72
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   79 Yrs.,46,22,24
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   80 Yrs.,287,144,143
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   81 Yrs.,57,33,24
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   82 Yrs.,56,30,26
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   83 Yrs.,33,15,18
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   84 Yrs.,39,21,18
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,   85 Yrs.,88,47,41
